species,decimallongitude,decimallatitude,syndrome,region
Hillia_parasitica,-75.5,-10.583333,hawkmoth,AD
Hillia_parasitica,-75.4,-10.5667,hawkmoth,AD
Hillia_parasitica,-76.498611,-10.516667,hawkmoth,AD
Hillia_parasitica,-75.45805,-10.43555,hawkmoth,AD
Hillia_parasitica,-75.456389,-10.432778,hawkmoth,AD
Hillia_parasitica,-75.45666,-10.43222,hawkmoth,AD
Hillia_parasitica,-75.18333,-10.4,hawkmoth,AD
Hillia_parasitica,-75.46666,-10.38333,hawkmoth,AD
Hillia_parasitica,-75.260833,-10.336667,hawkmoth,AD
Hillia_parasitica,-75.520556,-10.328611,hawkmoth,AD
Hillia_parasitica,-75.5175,-10.323056,hawkmoth,AD
Hillia_parasitica,-75.53333,-10.3,hawkmoth,AD
Hillia_parasitica,-75.61,-10.299444,hawkmoth,AD
Hillia_parasitica,-75.61555,-10.29944,hawkmoth,AD
Hillia_parasitica,-75.576389,-10.186389,hawkmoth,AD
Hillia_parasitica,-75.56666,-10.16666,hawkmoth,AD
Hillia_parasitica,-75.392222,-10.152222,hawkmoth,AD
Hillia_parasitica,-75.368333,-10.134444,hawkmoth,AD
Hillia_parasitica,-75.368333,-10.134444,hawkmoth,AD
Hillia_parasitica,-75.490278,-10.119167,hawkmoth,AD
Hillia_parasitica,-74.583667,-9.474833,hawkmoth,AD
Hillia_parasitica,-76,-9.3,hawkmoth,AD
Hillia_parasitica,-74.14,-9.1839,hawkmoth,AD
Hillia_parasitica,-74.14,-9.1839,hawkmoth,AD
Hillia_parasitica,-74.14,-9.1839,hawkmoth,AD
Hillia_parasitica,-74.14,-9.1839,hawkmoth,AD
Hillia_parasitica,-74.14,-9.1839,hawkmoth,AD
Hillia_parasitica,-74.14,-9.1839,hawkmoth,AD
Hillia_parasitica,-74.14,-9.1839,hawkmoth,AD
Hillia_parasitica,-74.14,-9.1839,hawkmoth,AD
Hillia_parasitica,-74.14,-9.1839,hawkmoth,AD
Hillia_parasitica,-74.14,-9.1839,hawkmoth,AD
Hillia_parasitica,-74.14,-9.1839,hawkmoth,AD
Hillia_parasitica,-74.14,-9.1839,hawkmoth,AD
Hillia_parasitica,-74.14,-9.1839,hawkmoth,AD
Hillia_parasitica,-74.14,-9.1839,hawkmoth,AD
Hillia_parasitica,-74.14,-9.1839,hawkmoth,AD
Hillia_parasitica,-78.66666,-6.16666,hawkmoth,AD
Hillia_parasitica,-78.31,-5.604,hawkmoth,AD
Hillia_parasitica,-78.90138,-4.99027,hawkmoth,AD
Hillia_parasitica,-78.94972,-4.73583,hawkmoth,AD
Hillia_parasitica,-78.6417,-4.4978,hawkmoth,AD
Hillia_parasitica,-78.64166,-4.49777,hawkmoth,AD
Hillia_parasitica,-38.97,-4.2,hawkmoth,AD
Hillia_parasitica,-38.96666,-4.2,hawkmoth,AD
Hillia_parasitica,-79.066667,-3.966667,hawkmoth,AD
Hillia_parasitica,-79.06666,-3.96666,hawkmoth,AD
Hillia_parasitica,-79.06666,-3.96666,hawkmoth,AD
Hillia_parasitica,-38.7,-3.9,hawkmoth,AD
Hillia_parasitica,-77.95805,-2.35444,hawkmoth,AD
Hillia_parasitica,-80.616667,-1.8,hawkmoth,AD
Hillia_parasitica,-80.7,-1.6,hawkmoth,AD
Hillia_parasitica,-80.7,-1.58333,hawkmoth,AD
Hillia_parasitica,-78.1869,-1.4628,hawkmoth,AD
Hillia_parasitica,-78.1869,-1.4628,hawkmoth,AD
Hillia_parasitica,-78.1869,-1.4628,hawkmoth,AD
Hillia_parasitica,-78.1869,-1.4628,hawkmoth,AD
Hillia_parasitica,-75.78333,-1.01666,hawkmoth,AD
Hillia_parasitica,-78.183333,-1,hawkmoth,AD
Hillia_parasitica,-78.183333,-1,hawkmoth,AD
Hillia_parasitica,-77.80138,-0.68194,hawkmoth,AD
Hillia_parasitica,-80.0833,-0.6667,hawkmoth,AD
Hillia_parasitica,-79.3,-0.616667,hawkmoth,AD
Hillia_parasitica,-78.11694,0.81583,hawkmoth,AD
Hillia_parasitica,-78.1,0.9,hawkmoth,AD
Hillia_parasitica,-78.1,0.9,hawkmoth,AD
Hillia_parasitica,-59.23972,1.52861,hawkmoth,AD
Hillia_parasitica,-59.2397,1.52861,hawkmoth,AD
Hillia_parasitica,-59.23972,1.52861,hawkmoth,AD
Hillia_parasitica,-60.208,2.45,hawkmoth,AD
Hillia_parasitica,-60.208056,2.466944,hawkmoth,AD
Hillia_parasitica,-60.208,2.467,hawkmoth,AD
Hillia_parasitica,-59.12,3.15,hawkmoth,AD
Hillia_parasitica,-59.11,3.15,hawkmoth,AD
Hillia_parasitica,-59.26666,3.16666,hawkmoth,AD
Hillia_parasitica,-59.26666,3.16666,hawkmoth,AD
Hillia_parasitica,-59.2667,3.16667,hawkmoth,AD
Hillia_parasitica,-53.91,3.55,hawkmoth,AD
Hillia_parasitica,-53.28333,3.6,hawkmoth,AD
Hillia_parasitica,-65.516667,3.716667,hawkmoth,AD
Hillia_parasitica,-65.52,3.72,hawkmoth,AD
Hillia_parasitica,-76.41666,4.66666,hawkmoth,AD
Hillia_parasitica,-76.283333,4.733333,hawkmoth,AD
Hillia_parasitica,-58.7017,4.7364,hawkmoth,AD
Hillia_parasitica,-53.91666,4.78333,hawkmoth,AD
Hillia_parasitica,-59.9167,5,hawkmoth,AD
Hillia_parasitica,-59.91666,5,hawkmoth,AD
Hillia_parasitica,-59.85,5.06666,hawkmoth,AD
Hillia_parasitica,-59.8616,5.06758,hawkmoth,AD
Hillia_parasitica,-75.8878,5.11302,hawkmoth,AD
Hillia_parasitica,-60.58333,5.2,hawkmoth,AD
Hillia_parasitica,-59.46666,5.2,hawkmoth,AD
Hillia_parasitica,-60.5879,5.20281,hawkmoth,AD
Hillia_parasitica,-60.58333,5.25,hawkmoth,AD
Hillia_parasitica,-60.58333,5.25,hawkmoth,AD
Hillia_parasitica,-60.7333,5.28333,hawkmoth,AD
Hillia_parasitica,-72.5,5.5,hawkmoth,AD
Hillia_parasitica,-75.25,5.71666,hawkmoth,AD
Hillia_parasitica,-66.0705,5.73553,hawkmoth,AD
Hillia_parasitica,-61.4,5.86,hawkmoth,AD
Hillia_parasitica,-61.41,5.91,hawkmoth,AD
Hillia_parasitica,-62.53,5.91,hawkmoth,AD
Hillia_parasitica,-61.428333,5.953889,hawkmoth,AD
Hillia_parasitica,-76.33333,6.66666,hawkmoth,AD
Hillia_parasitica,-76.33333,6.66666,hawkmoth,AD
Hillia_parasitica,-76.38,6.75,hawkmoth,AD
Hillia_parasitica,-76.38333,6.75,hawkmoth,AD
Hillia_parasitica,-76.38333,6.75,hawkmoth,AD
Hillia_parasitica,-65.9119,7.0758,hawkmoth,AD
Hillia_parasitica,-65.9119,7.0758,hawkmoth,AD
Hillia_parasitica,-65.9119,7.0758,hawkmoth,AD
Hillia_parasitica,-65.9119,7.0758,hawkmoth,AD
Hillia_parasitica,-65.9119,7.0758,hawkmoth,AD
Hillia_parasitica,-65.9119,7.0758,hawkmoth,AD
Hillia_parasitica,-65.9119,7.0758,hawkmoth,AD
Hillia_parasitica,-65.9119,7.0758,hawkmoth,AD
Hillia_parasitica,-65.9119,7.0758,hawkmoth,AD
Hillia_parasitica,-65.9119,7.0758,hawkmoth,AD
Hillia_parasitica,-65.9119,7.0758,hawkmoth,AD
Hillia_parasitica,-65.9119,7.0758,hawkmoth,AD
Hillia_parasitica,-70.2,9.21666,hawkmoth,AD
Hillia_parasitica,-70.2,9.2167,hawkmoth,AD
Hillia_parasitica,-70.21666,9.23333,hawkmoth,AD
Hillia_parasitica,-70.22,9.2439,hawkmoth,AD
Hillia_parasitica,-70.2261,9.2519,hawkmoth,AD
Hillia_parasitica,-70.2261,9.4186,hawkmoth,AD
Hillia_parasitica,-69.916667,9.466667,hawkmoth,AD
Hillia_parasitica,-74.5,10,hawkmoth,AD
Hillia_parasitica,-65.8,10.15,hawkmoth,AD
Hillia_parasitica,-66.4,10.175,hawkmoth,AD
Hillia_parasitica,-67.25,10.18333,hawkmoth,AD
Hillia_parasitica,-68.433333,10.266667,hawkmoth,AD
Hillia_parasitica,-70.666667,10.416667,hawkmoth,AD
Hillia_parasitica,-70.61666,10.46666,hawkmoth,AD
Hillia_parasitica,-63.166667,10.616667,hawkmoth,AD
Hillia_parasitica,-63.175,10.616667,hawkmoth,AD
Hillia_parasitica,-63.16666,10.63333,hawkmoth,AD
Hillia_parasitica,-73.97,10.93,hawkmoth,AD
Hillia_parasitica,-73.97,10.93,hawkmoth,AD
Hillia_parasitica,-69.8333,11,hawkmoth,AD
Hillia_parasitica,-69.6833,11.1917,hawkmoth,AD
Hillia_parasitica,-66.1142,17.9861,hawkmoth,AD
Hillia_parasitica,-71.225,18.0125,hawkmoth,AD
Hillia_parasitica,-65.9861,18.0469,hawkmoth,AD
Hillia_parasitica,-71.1583,18.05,hawkmoth,AD
Hillia_parasitica,-66.143675,18.070142,hawkmoth,AD
Hillia_parasitica,-66.98,18.08,hawkmoth,AD
Hillia_parasitica,-66.98333,18.08333,hawkmoth,AD
Hillia_parasitica,-66.16666,18.08333,hawkmoth,AD
Hillia_parasitica,-66.61666,18.08333,hawkmoth,AD
Hillia_parasitica,-66.61666,18.08333,hawkmoth,AD
Hillia_parasitica,-66.14129,18.103976,hawkmoth,AD
Hillia_parasitica,-71.1885,18.1045,hawkmoth,AD
Hillia_parasitica,-66.07906,18.108912,hawkmoth,AD
Hillia_parasitica,-71.24316,18.11273,hawkmoth,AD
Hillia_parasitica,-66.0525,18.115556,hawkmoth,AD
Hillia_parasitica,-66.05,18.11666,hawkmoth,AD
Hillia_parasitica,-66.05,18.11666,hawkmoth,AD
Hillia_parasitica,-66.9747,18.1239,hawkmoth,AD
Hillia_parasitica,-66.96432,18.12489,hawkmoth,AD
Hillia_parasitica,-66.8904,18.1294,hawkmoth,AD
Hillia_parasitica,-66.95715,18.1348,hawkmoth,AD
Hillia_parasitica,-76.670394,18.135359,hawkmoth,AD
Hillia_parasitica,-66.975068,18.143106,hawkmoth,AD
Hillia_parasitica,-66.980835,18.145715,hawkmoth,AD
Hillia_parasitica,-66.7225,18.1647,hawkmoth,AD
Hillia_parasitica,-66.984444,18.165278,hawkmoth,AD
Hillia_parasitica,-66.6,18.17,hawkmoth,AD
Hillia_parasitica,-71.2,18.17,hawkmoth,AD
Hillia_parasitica,-66.591944,18.1725,hawkmoth,AD
Hillia_parasitica,-66.9803,18.1828,hawkmoth,AD
Hillia_parasitica,-66.5055,18.18348,hawkmoth,AD
Hillia_parasitica,-66.332338,18.201642,hawkmoth,AD
Hillia_parasitica,-65.7353,18.2136,hawkmoth,AD
Hillia_parasitica,-66.5919,18.2206,hawkmoth,AD
Hillia_parasitica,-65.7606,18.2347,hawkmoth,AD
Hillia_parasitica,-65.759739,18.236001,hawkmoth,AD
Hillia_parasitica,-66.60283,18.237399,hawkmoth,AD
Hillia_parasitica,-65.785833,18.25222,hawkmoth,AD
Hillia_parasitica,-65.786839,18.253052,hawkmoth,AD
Hillia_parasitica,-65.75,18.27,hawkmoth,AD
Hillia_parasitica,-65.65,18.27,hawkmoth,AD
Hillia_parasitica,-65.7594,18.2706,hawkmoth,AD
Hillia_parasitica,-65.7594,18.2706,hawkmoth,AD
Hillia_parasitica,-65.76294,18.27492,hawkmoth,AD
Hillia_parasitica,-65.76294,18.27492,hawkmoth,AD
Hillia_parasitica,-65.764444,18.276111,hawkmoth,AD
Hillia_parasitica,-65.764588,18.276342,hawkmoth,AD
Hillia_parasitica,-65.78,18.28,hawkmoth,AD
Hillia_parasitica,-65.78,18.28,hawkmoth,AD
Hillia_parasitica,-65.78,18.28,hawkmoth,AD
Hillia_parasitica,-65.78,18.28,hawkmoth,AD
Hillia_parasitica,-65.78,18.28,hawkmoth,AD
Hillia_parasitica,-65.78,18.28,hawkmoth,AD
Hillia_parasitica,-65.74311,18.287701,hawkmoth,AD
Hillia_parasitica,-65.781006,18.296076,hawkmoth,AD
Hillia_parasitica,-65.786556,18.299116,hawkmoth,AD
Hillia_parasitica,-65.790258,18.30887,hawkmoth,AD
Hillia_parasitica,-65.7917,18.3125,hawkmoth,AD
Hillia_parasitica,-65.7917,18.3125,hawkmoth,AD
Hillia_parasitica,-66.98333,18.31666,hawkmoth,AD
Hillia_parasitica,-65.8244,18.3184,hawkmoth,AD
Hillia_parasitica,-74.0108,18.3261,hawkmoth,AD
Hillia_parasitica,-65.75,18.33,hawkmoth,AD
Hillia_parasitica,-74.029444,18.330833,hawkmoth,AD
Hillia_parasitica,-65.83333,18.33333,hawkmoth,AD
Hillia_parasitica,-65.825639,18.338291,hawkmoth,AD
Hillia_parasitica,-67.0247,18.5028,hawkmoth,AD
Hillia_parasitica,-70.52,18.62,hawkmoth,AD
Hillia_parasitica,-70.37,18.725,hawkmoth,AD
Hillia_parasitica,-70.33,18.9,hawkmoth,AD
Hillia_parasitica,-70.513,18.944,hawkmoth,AD
Hillia_parasitica,-70.513,18.944,hawkmoth,AD
Hillia_parasitica,-69.5,19,hawkmoth,AD
Hillia_parasitica,-70.135555,19.409722,hawkmoth,AD
Hillia_parasitica,-70.333333,19.5,hawkmoth,AD
Hillia_parasitica,-70.7417,19.575,hawkmoth,AD
Hillia_parasitica,-74.5732,20.34841,hawkmoth,AD
Hillia_parasitica,-82.53333,22.85,hawkmoth,AD
Hillia_pumila,-75.451667,-10.651389,hawkmoth,A
Hillia_pumila,-75.625556,-10.643611,hawkmoth,A
Hillia_pumila,-75.45638,-10.56166,hawkmoth,A
Hillia_pumila,-75.45194,-10.44305,hawkmoth,A
Hillia_pumila,-75.43777,-10.44305,hawkmoth,A
Hillia_pumila,-75.43777,-10.44305,hawkmoth,A
Hillia_pumila,-75.452778,-10.437778,hawkmoth,A
Hillia_pumila,-75.45,-10.43333,hawkmoth,A
Hillia_pumila,-75.48194,-10.39583,hawkmoth,A
Hillia_pumila,-75.46666,-10.38333,hawkmoth,A
Hillia_pumila,-75.575278,-10.314444,hawkmoth,A
Hillia_pumila,-74.582778,-9.470833,hawkmoth,A
Hillia_pumila,-74.580667,-9.469833,hawkmoth,A
Hillia_pumila,-74.734722,-9.422222,hawkmoth,A
Hillia_pumila,-76.216111,-8.171667,hawkmoth,A
Hillia_pumila,-76.197222,-7.590555,hawkmoth,A
Hillia_rivalis,-63,-5,hummingbird,D
Hillia_rivalis,-65.5,3.716667,hummingbird,D
Hillia_rivalis,-65.5,3.72,hummingbird,D
Hillia_rivalis,-65.5,3.72,hummingbird,D
Hillia_rivalis,-65.9119,7.0758,hummingbird,D
Hillia_saldanhaei,-52.8731,-10.8339,hawkmoth,A
Hillia_saldanhaei,-52.8731,-10.8339,hawkmoth,A
Hillia_tetrandra,-77.266667,8.116667,hawkmoth,BC
Hillia_tetrandra,-81.766667,8.493611,hawkmoth,BC
Hillia_tetrandra,-80.1003,8.638,hawkmoth,BC
Hillia_tetrandra,-79.916667,8.666667,hawkmoth,BC
Hillia_tetrandra,-79.834444,8.667778,hawkmoth,BC
Hillia_tetrandra,-82.252222,8.7425,hawkmoth,BC
Hillia_tetrandra,-82.25,8.75,hawkmoth,BC
Hillia_tetrandra,-82.2,8.75,hawkmoth,BC
Hillia_tetrandra,-82.4,8.83,hawkmoth,BC
Hillia_tetrandra,-82.4,8.833333,hawkmoth,BC
Hillia_tetrandra,-84.60777,10.21472,hawkmoth,BC
Hillia_tetrandra,-84.77,10.26,hawkmoth,BC
Hillia_tetrandra,-84.80416,10.30944,hawkmoth,BC
Hillia_tetrandra,-84.80416,10.30944,hawkmoth,BC
Hillia_tetrandra,-84.80416,10.30944,hawkmoth,BC
Hillia_tetrandra,-84.71666,10.33333,hawkmoth,BC
Hillia_tetrandra,-84.83333,10.33333,hawkmoth,BC
Hillia_tetrandra,-84.833333,10.333333,hawkmoth,BC
Hillia_tetrandra,-85.3,10.783333,hawkmoth,BC
Hillia_tetrandra,-85.58333,11.53333,hawkmoth,BC
Hillia_tetrandra,-85.75,12.6,hawkmoth,BC
Hillia_tetrandra,-85.73333,12.6,hawkmoth,BC
Hillia_tetrandra,-84.91666,13.13333,hawkmoth,BC
Hillia_tetrandra,-86.2,13.16666,hawkmoth,BC
Hillia_tetrandra,-85.65,13.266667,hawkmoth,BC
Hillia_tetrandra,-85.4,13.28333,hawkmoth,BC
Hillia_tetrandra,-84.808333,13.65,hawkmoth,BC
Hillia_tetrandra,-84.9,13.75,hawkmoth,BC
Hillia_tetrandra,-89.788889,13.890833,hawkmoth,BC
Hillia_tetrandra,-90.23388,15.23694,hawkmoth,BC
Hillia_tetrandra,-89.726944,15.270278,hawkmoth,BC
Hillia_tetrandra,-86.65,15.612222,hawkmoth,BC
Hillia_tetrandra,-89.94388,15.80444,hawkmoth,BC
Hillia_tetrandra,-89.35083,16.08111,hawkmoth,BC
Hillia_tetrandra,-89.350833,16.081111,hawkmoth,BC
Hillia_tetrandra,-89.15,16.383333,hawkmoth,BC
Hillia_tetrandra,-89.19833,16.38527,hawkmoth,BC
Hillia_tetrandra,-88.983333,16.733333,hawkmoth,BC
Hillia_tetrandra,-91.13,16.76,hawkmoth,BC
Hillia_tetrandra,-92.28,16.84,hawkmoth,BC
Hillia_tetrandra,-94.66666,16.94166,hawkmoth,BC
Hillia_tetrandra,-91.41,16.99,hawkmoth,BC
Hillia_tetrandra,-88.99,16.990556,hawkmoth,BC
Hillia_tetrandra,-88.783333,17,hawkmoth,BC
Hillia_tetrandra,-88.783333,17,hawkmoth,BC
Hillia_tetrandra,-88.78333,17,hawkmoth,BC
Hillia_tetrandra,-88.78333,17,hawkmoth,BC
Hillia_tetrandra,-88.791,17.0004,hawkmoth,BC
Hillia_tetrandra,-94.000533,17.000833,hawkmoth,BC
Hillia_tetrandra,-88.50944,17.02361,hawkmoth,BC
Hillia_tetrandra,-92.106944,17.1825,hawkmoth,BC
Hillia_tetrandra,-94.13333,17.18333,hawkmoth,BC
Hillia_tetrandra,-94.65,17.2,hawkmoth,BC
Hillia_tetrandra,-94.63333,17.2,hawkmoth,BC
Hillia_tetrandra,-94.58333,17.26666,hawkmoth,BC
Hillia_tetrandra,-94.58333,17.26666,hawkmoth,BC
Hillia_tetrandra,-94.516667,17.266667,hawkmoth,BC
Hillia_tetrandra,-91.984444,17.447778,hawkmoth,BC
Hillia_tetrandra,-92.933056,17.529167,hawkmoth,BC
Hillia_tetrandra,-76.365046,17.977047,hawkmoth,BC
Hillia_tetrandra,-96.692778,18.041944,hawkmoth,BC
Hillia_tetrandra,-76.5,18.1,hawkmoth,BC
Hillia_tetrandra,-77.106392,18.205978,hawkmoth,BC
Hillia_tetrandra,-77.61356,18.26799,hawkmoth,BC
Hillia_tetrandra,-77.61356,18.26799,hawkmoth,BC
Hillia_tetrandra,-94.725,18.30833,hawkmoth,BC
Hillia_tetrandra,-95,18.53333,hawkmoth,BC
Hillia_tetrandra,-95.06666,18.56666,hawkmoth,BC
Hillia_tetrandra,-95.06666,18.56666,hawkmoth,BC
Hillia_tetrandra,-95.06666,18.56666,hawkmoth,BC
Hillia_tetrandra,-69.5,19,hawkmoth,BC
Hillia_tetrandra,-69.5,19,hawkmoth,BC
Hillia_tetrandra,-69.4583,19.08,hawkmoth,BC
Hillia_tetrandra,-69.47,19.08,hawkmoth,BC
Hillia_tetrandra,-69.458,19.083,hawkmoth,BC
Hillia_tetrandra,-69.3,19.2583,hawkmoth,BC
Hillia_tetrandra,-96.6667,19.3333,hawkmoth,BC
Hillia_tetrandra,-70.48,19.4917,hawkmoth,BC
Hillia_tetrandra,-97.5285,19.9592,hawkmoth,BC
Hillia_tetrandra,-97.305556,20.008333,hawkmoth,BC
Hillia_tetrandra,-97.301667,20.020556,hawkmoth,BC
Hillia_tetrandra,-97.5545,20.0347,hawkmoth,BC
Hillia_tetrandra,-97.4115,20.0582,hawkmoth,BC
Hillia_tetrandra,-75.8078,20.48077,hawkmoth,BC
Hillia_tetrandra,-76.9,20.86666,hawkmoth,BC
Hillia_tetrandra,-79.618941,21.870604,hawkmoth,BC
Hillia_tetrandra,-80.198053,21.995335,hawkmoth,BC
Hillia_tetrandra,-83.173841,22.750809,hawkmoth,BC
Hillia_triflora_var._pittieri,-77.265558,6.098519,hummingbird,B
Hillia_triflora_var._pittieri,-77.7,7.66666,hummingbird,B
Hillia_triflora_var._pittieri,-77.7,7.66666,hummingbird,B
Hillia_triflora_var._pittieri,-77.715833,7.9225,hummingbird,B
Hillia_triflora_var._pittieri,-77.715833,7.9225,hummingbird,B
Hillia_triflora_var._pittieri,-81.125556,8.510833,hummingbird,B
Hillia_triflora_var._pittieri,-81.116389,8.513333,hummingbird,B
Hillia_triflora_var._pittieri,-81.115556,8.513611,hummingbird,B
Hillia_triflora_var._pittieri,-81.133333,8.516667,hummingbird,B
Hillia_triflora_var._pittieri,-81.118056,8.516667,hummingbird,B
Hillia_triflora_var._pittieri,-81.12583,8.52277,hummingbird,B
Hillia_triflora_var._pittieri,-81.125833,8.522778,hummingbird,B
Hillia_triflora_var._pittieri,-81.13055,8.52444,hummingbird,B
Hillia_triflora_var._pittieri,-81.15611,8.5425,hummingbird,B
Hillia_triflora_var._pittieri,-81.19222,8.57777,hummingbird,B
Hillia_triflora_var._pittieri,-80.14166,8.62166,hummingbird,B
Hillia_triflora_var._pittieri,-80.108333,8.623333,hummingbird,B
Hillia_triflora_var._pittieri,-80.10833,8.63333,hummingbird,B
Hillia_triflora_var._pittieri,-80.6,8.683333,hummingbird,B
Hillia_triflora_var._pittieri,-80.6,8.683333,hummingbird,B
Hillia_triflora_var._pittieri,-82.25,8.75,hummingbird,B
Hillia_triflora_var._pittieri,-79.313889,9.275,hummingbird,B
Hillia_triflora_var._pittieri,-82.95,9.49,hummingbird,B
Hillia_triflora_var._pittieri,-84.75,10.31666,hummingbird,B
Hillia_triflora_var._pittieri,-83.93611,10.31916,hummingbird,B
Hillia_triflora_var._pittieri,-84.716667,10.333333,hummingbird,B
Hillia_triflora_var._pittieri,-84.5,10.5,hummingbird,B
Hillia_triflora_var._pittieri,-85.401389,10.880556,hummingbird,B
Hillia_triflora_var._pittieri,-85.401389,10.880556,hummingbird,B
Hillia_triflora_var._pittieri,-85.33,10.91,hummingbird,B
Hillia_triflora_var._triflora,-81.783333,8.45,hummingbird,B
Hillia_triflora_var._triflora,-82.183333,8.666667,hummingbird,B
Hillia_triflora_var._triflora,-79.834444,8.667778,hummingbird,B
Hillia_triflora_var._triflora,-82.2308,8.7925,hummingbird,B
Hillia_triflora_var._triflora,-83.083333,8.966667,hummingbird,B
Hillia_triflora_var._triflora,-83.77722,9.72527,hummingbird,B
Hillia_triflora_var._triflora,-83.75,9.8333,hummingbird,B
Hillia_triflora_var._triflora,-83.75,9.8333,hummingbird,B
Hillia_triflora_var._triflora,-83.98,10.04,hummingbird,B
Hillia_triflora_var._triflora,-84.09472,10.0675,hummingbird,B
Hillia_triflora_var._triflora,-83.98,10.1,hummingbird,B
Hillia_triflora_var._triflora,-84.48,10.14,hummingbird,B
Hillia_triflora_var._triflora,-84.48,10.14,hummingbird,B
Hillia_triflora_var._triflora,-84.65,10.15,hummingbird,B
Hillia_triflora_var._triflora,-84.65,10.15,hummingbird,B
Hillia_triflora_var._triflora,-84.15,10.17,hummingbird,B
Hillia_triflora_var._triflora,-84.39305,10.18583,hummingbird,B
Hillia_triflora_var._triflora,-84.58,10.21,hummingbird,B
Hillia_triflora_var._triflora,-84.63,10.24,hummingbird,B
Hillia_triflora_var._triflora,-84.79,10.3,hummingbird,B
Hillia_triflora_var._triflora,-84.79555,10.30888,hummingbird,B
Hillia_triflora_var._triflora,-84.79555,10.30888,hummingbird,B
Hillia_triflora_var._triflora,-84.80416,10.30944,hummingbird,B
Hillia_triflora_var._triflora,-84.80666,10.31666,hummingbird,B
Hillia_triflora_var._triflora,-84.5,10.36,hummingbird,B
Hillia_triflora_var._triflora,-84.5,10.5,hummingbird,B
Hillia_triflora_var._triflora,-84,10.5,hummingbird,B
Hillia_triflora_var._triflora,-85.44,10.96,hummingbird,B
Hillia_triflora_var._triflora,-85.44,10.96,hummingbird,B
Hillia_triflora_var._triflora,-85.516667,11.45,hummingbird,B
Hillia_triflora_var._triflora,-85.916667,13,hummingbird,B
Hillia_triflora_var._triflora,-86.1,13.116667,hummingbird,B
Hillia_triflora_var._triflora,-85.683333,13.55,hummingbird,B
Hillia_triflora_var._triflora,-85.66666,13.58333,hummingbird,B
Hillia_ulei,-63.673056,-18.311944,bat,ABD
Hillia_ulei,-63.6,-17.5,bat,ABD
Hillia_ulei,-63.6,-17.5,bat,ABD
Hillia_ulei,-64.435,-16.7261,bat,ABD
Hillia_ulei,-64.435,-16.7261,bat,ABD
Hillia_ulei,-67.33333,-16.66666,bat,ABD
Hillia_ulei,-67.35,-16.65,bat,ABD
Hillia_ulei,-67.333333,-15.5,bat,ABD
Hillia_ulei,-68,-15.5,bat,ABD
Hillia_ulei,-60.39305,-14.80305,bat,ABD
Hillia_ulei,-68.811389,-14.569972,bat,ABD
Hillia_ulei,-60.7425,-14.3625,bat,ABD
Hillia_ulei,-72.50138,-12.44722,bat,ABD
Hillia_ulei,-70.25,-12,bat,ABD
Hillia_ulei,-71.416667,-11.833333,bat,ABD
Hillia_ulei,-71.41666,-11.83333,bat,ABD
Hillia_ulei,-67.94583,-11.60194,bat,ABD
Hillia_ulei,-68.216667,-11.25,bat,ABD
Hillia_ulei,-52.8731,-10.8339,bat,ABD
Hillia_ulei,-67.545278,-10.083056,bat,ABD
Hillia_ulei,-68.1289,-9.7214,bat,ABD
Hillia_ulei,-68.128889,-9.721389,bat,ABD
Hillia_ulei,-68.092222,-9.712222,bat,ABD
Hillia_ulei,-68.077222,-9.7025,bat,ABD
Hillia_ulei,-68.0772,-9.7025,bat,ABD
Hillia_ulei,-68.0772,-9.7025,bat,ABD
Hillia_ulei,-68.010833,-9.641389,bat,ABD
Hillia_ulei,-68.0108,-9.641374,bat,ABD
Hillia_ulei,-74.7525,-9.432222,bat,ABD
Hillia_ulei,-68.6125,-9.4178,bat,ABD
Hillia_ulei,-68.123889,-9.411111,bat,ABD
Hillia_ulei,-68.1239,-9.4111,bat,ABD
Hillia_ulei,-68.11666,-9.4,bat,ABD
Hillia_ulei,-74.14,-9.1839,bat,ABD
Hillia_ulei,-74.14,-9.1839,bat,ABD
Hillia_ulei,-74.14,-9.1839,bat,ABD
Hillia_ulei,-74.14,-9.1839,bat,ABD
Hillia_ulei,-74.14,-9.1839,bat,ABD
Hillia_ulei,-74.14,-9.1839,bat,ABD
Hillia_ulei,-74.14,-9.1839,bat,ABD
Hillia_ulei,-74.14,-9.1839,bat,ABD
Hillia_ulei,-74.14,-9.1839,bat,ABD
Hillia_ulei,-74.14,-9.1839,bat,ABD
Hillia_ulei,-72.6716458,-7.634555,bat,ABD
Hillia_ulei,-72.669722,-7.631111,bat,ABD
Hillia_ulei,-78.33805,-5.05666,bat,ABD
Hillia_ulei,-73.73333,-4.98333,bat,ABD
Hillia_ulei,-79.08361,-4.97944,bat,ABD
Hillia_ulei,-73.75,-4.91666,bat,ABD
Hillia_ulei,-74.350556,-4.895278,bat,ABD
Hillia_ulei,-78.23361,-4.58277,bat,ABD
Hillia_ulei,-73.484722,-4.228611,bat,ABD
Hillia_ulei,-75,-4,bat,ABD
Hillia_ulei,-75,-4,bat,ABD
Hillia_ulei,-73.491944,-3.881111,bat,ABD
Hillia_ulei,-72.51666,-3.15,bat,ABD
Hillia_ulei,-59.97,-2.88,bat,ABD
Hillia_ulei,-59.97,-2.88,bat,ABD
Hillia_ulei,-53.35,-0.88,bat,ABD
Hillia_ulei,-53.35,-0.88,bat,ABD
Hillia_ulei,-53.35,0.88,bat,ABD
Hillia_ulei,-53.35,0.88,bat,ABD
