Iteration	Replicate_ID	end_1	end_2	end_3	end_4	end_5	end_6	end_7	end_8	end_9	end_10	end_11	end_12	end_13	end_14	end_15	end_16	end_17	end_18	end_19	end_20	end_21	end_22	end_23	end_24	end_25	end_26	end_27	end_28	end_29	end_30	end_31	end_32	end_33	end_34	end_35	end_36	end_37	end_38	end_39	end_40	end_41	end_42	end_43	end_44	end_45	end_46	end_47	end_48	end_49	end_50	end_51
2037	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	2	0	0	0	0
2038	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2039	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	0	0	0	2	2	2	0	0	0	1
2040	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2041	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	1	1	2
2042	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	1	0	0	0	1
2043	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	1	0	0	0	1
2044	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2045	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
2046	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2047	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2048	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	2	0	0	0	2
2049	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	0	0	0	0	0	0	0	0	0	0
2050	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	0	0	0	2	2	2	0	0	2	2
2051	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2052	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2053	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2054	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	0	0	0	2	2	0	0	0	0	0
2055	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2056	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	0	0	0	0	2	0	0	0	0	0
2057	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2058	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2059	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2060	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0
2061	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
2062	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	2	0
2063	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	0	0	0	2	2	2	0	2	2	2
2064	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2065	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0
2066	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2067	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2068	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
2069	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2070	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	2	0	2	0	0	0	2
2071	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2072	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
2073	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	0	0	0	0	2	2	0	0	0	0
2074	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2075	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	0	0	0	2	2	0	0	0	0	0
2076	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	2	0	0	0	0	1	0
2077	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	2
2078	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
2079	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2080	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2081	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2082	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2083	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	0	0	0	2	2	2	0	0	0	2
2084	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2085	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	0	0	0	2	2	2	0	0	0	2
2086	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2087	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2088	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2089	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2090	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2091	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	1	0	0	0	1
2092	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2093	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
2094	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	0	0	0	2	2	2	0	0	0	2
2095	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2096	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2097	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2098	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	0	0	0	2	2	2	0	0	0	2
2099	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2100	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2101	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2102	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2103	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	0	0	0	2	2	2	0	0	2	2
2104	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
2105	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2106	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0
2107	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
2108	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	2	0	0	0	0	0	0	0	0	0	1	1
2109	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	1	0	0	0	1
2110	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1	0	0	0	0	0	0	2	0	0	2	2
2111	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2112	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
2113	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2114	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	1	0	0	2	1
2115	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2116	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1	1	0	0	0	1	1	1	0	0	1	1
2117	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	0	0	0	2	2	2	0	0	0	2
2118	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1	0	0	0	0	1	1	1	0	0	1	1
2119	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2120	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2121	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2122	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	0	0	0	0	0	0	0	0	0	0
2123	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0
2124	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2125	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2126	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
2127	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0
2128	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2129	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2130	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2131	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2132	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	2	0	0	0	0	0	0
2133	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2134	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2135	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2136	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2137	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	0	0	0	2	2	1	0	0	1	1
2138	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2139	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2140	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2141	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2142	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0
2143	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2144	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	1	0	0	0	1
2145	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2146	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2147	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2148	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	0	0	0	2	2	1	0	0	1	1
2149	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
2150	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2151	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2152	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	1	0	0	0	0
2153	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2154	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	0	0	0	0	2	2	0	0	0	2
2155	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	1	0	0	0	1
2156	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1
2157	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	0	0	0	2	2	0	0	0	0	0
2158	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1	1	0	0	0	1	1	1	0	0	0	1
2159	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2160	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	0	0	0	1	1	1	0	0	1	2
2161	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	2	0	0	0	2
2162	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1	0	0	0	0	0	0	1	0	0	0	1
2163	1	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0
2164	0	0	0	0	0	1	2	0	0	0	0	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	0	0	0	0	2	2	0	0	0	1
