Iteration	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]
1829	-13.15811	-15.75698	2.598874	0.01235348	0.0123535	0.0123535	0.0123535	0.0123535	0.0123535	0.0123535
1830	-13.12213	-15.70385	2.581722	0.01339383	0.0133938	0.0133938	0.0133938	0.0133938	0.0133938	0.0133938
1831	-13.25249	-15.7359	2.483412	0.01935695	0.019357	0.019357	0.019357	0.019357	0.019357	0.019357
1832	-13.1139	-15.65971	2.545814	0.01557188	0.0155719	0.0155719	0.0155719	0.0155719	0.0155719	0.0155719
1833	-13.1139	-15.65971	2.545814	0.01557188	0.0155719	0.0155719	0.0155719	0.0155719	0.0155719	0.0155719
1834	-13.49551	-16.1509	2.655388	0.008925598	0.0089256	0.0089256	0.0089256	0.0089256	0.0089256	0.0089256
1835	-14.5024	-16.75934	2.256945	0.03309345	0.0330935	0.0330935	0.0330935	0.0330935	0.0330935	0.0330935
1836	-13.11602	-15.69282	2.5768	0.01369239	0.0136924	0.0136924	0.0136924	0.0136924	0.0136924	0.0136924
1837	-13.29931	-15.93014	2.630823	0.0104156	0.0104156	0.0104156	0.0104156	0.0104156	0.0104156	0.0104156
1838	-13.4061	-15.85047	2.444373	0.02172489	0.0217249	0.0217249	0.0217249	0.0217249	0.0217249	0.0217249
1839	-13.4061	-15.85047	2.444373	0.02172489	0.0217249	0.0217249	0.0217249	0.0217249	0.0217249	0.0217249
1840	-13.4061	-15.85047	2.444373	0.02172489	0.0217249	0.0217249	0.0217249	0.0217249	0.0217249	0.0217249
1841	-13.5212	-15.94107	2.419872	0.02321102	0.023211	0.023211	0.023211	0.023211	0.023211	0.023211
1842	-14.01038	-16.34326	2.332873	0.02848801	0.028488	0.028488	0.028488	0.028488	0.028488	0.028488
1843	-14.28996	-16.57889	2.288934	0.03115317	0.0311532	0.0311532	0.0311532	0.0311532	0.0311532	0.0311532
1844	-13.31961	-15.95359	2.633976	0.01022432	0.0102243	0.0102243	0.0102243	0.0102243	0.0102243	0.0102243
1845	-13.66854	-16.06007	2.391532	0.02492996	0.02493	0.02493	0.02493	0.02493	0.02493	0.02493
1846	-13.66854	-16.06007	2.391532	0.02492996	0.02493	0.02493	0.02493	0.02493	0.02493	0.02493
1847	-13.66854	-16.06007	2.391532	0.02492996	0.02493	0.02493	0.02493	0.02493	0.02493	0.02493
1848	-13.66854	-16.06007	2.391532	0.02492996	0.02493	0.02493	0.02493	0.02493	0.02493	0.02493
1849	-13.66854	-16.06007	2.391532	0.02492996	0.02493	0.02493	0.02493	0.02493	0.02493	0.02493
1850	-13.37041	-15.82302	2.452604	0.02122564	0.0212256	0.0212256	0.0212256	0.0212256	0.0212256	0.0212256
1851	-13.37041	-15.82302	2.452604	0.02122564	0.0212256	0.0212256	0.0212256	0.0212256	0.0212256	0.0212256
1852	-13.37041	-15.82302	2.452604	0.02122564	0.0212256	0.0212256	0.0212256	0.0212256	0.0212256	0.0212256
1853	-13.37041	-15.82302	2.452604	0.02122564	0.0212256	0.0212256	0.0212256	0.0212256	0.0212256	0.0212256
1854	-13.37041	-15.82302	2.452604	0.02122564	0.0212256	0.0212256	0.0212256	0.0212256	0.0212256	0.0212256
1855	-14.63315	-17.35162	2.718468	0.00509942	0.00509942	0.00509942	0.00509942	0.00509942	0.00509942	0.00509942
1856	-14.63315	-17.35162	2.718468	0.00509942	0.00509942	0.00509942	0.00509942	0.00509942	0.00509942	0.00509942
1857	-13.81448	-16.18005	2.365576	0.02650439	0.0265044	0.0265044	0.0265044	0.0265044	0.0265044	0.0265044
1858	-13.81448	-16.18005	2.365576	0.02650439	0.0265044	0.0265044	0.0265044	0.0265044	0.0265044	0.0265044
1859	-13.28381	-15.91208	2.62827	0.01057047	0.0105705	0.0105705	0.0105705	0.0105705	0.0105705	0.0105705
1860	-13.28381	-15.91208	2.62827	0.01057047	0.0105705	0.0105705	0.0105705	0.0105705	0.0105705	0.0105705
1861	-13.70669	-16.38014	2.673444	0.007830367	0.00783037	0.00783037	0.00783037	0.00783037	0.00783037	0.00783037
1862	-13.12705	-15.71197	2.584919	0.01319996	0.0132	0.0132	0.0132	0.0132	0.0132	0.0132
1863	-16.74471	-18.68555	1.940833	0.05226751	0.0522675	0.0522675	0.0522675	0.0522675	0.0522675	0.0522675
1864	-13.20838	-15.70576	2.49738	0.01850967	0.0185097	0.0185097	0.0185097	0.0185097	0.0185097	0.0185097
1865	-13.10782	-15.671	2.56318	0.01451855	0.0145186	0.0145186	0.0145186	0.0145186	0.0145186	0.0145186
1866	-13.10769	-15.66657	2.558875	0.01477966	0.0147797	0.0147797	0.0147797	0.0147797	0.0147797	0.0147797
1867	-13.10769	-15.66657	2.558875	0.01477966	0.0147797	0.0147797	0.0147797	0.0147797	0.0147797	0.0147797
1868	-14.3788	-16.65424	2.275438	0.03197175	0.0319717	0.0319717	0.0319717	0.0319717	0.0319717	0.0319717
1869	-13.1258	-15.70995	2.584154	0.01324637	0.0132464	0.0132464	0.0132464	0.0132464	0.0132464	0.0132464
1870	-13.10804	-15.67238	2.564334	0.01444855	0.0144485	0.0144485	0.0144485	0.0144485	0.0144485	0.0144485
1871	-13.10804	-15.67238	2.564334	0.01444855	0.0144485	0.0144485	0.0144485	0.0144485	0.0144485	0.0144485
1872	-14.30368	-16.59051	2.286838	0.0312803	0.0312803	0.0312803	0.0312803	0.0312803	0.0312803	0.0312803
1873	-14.30368	-16.59051	2.286838	0.0312803	0.0312803	0.0312803	0.0312803	0.0312803	0.0312803	0.0312803
1874	-13.38439	-15.83373	2.449335	0.02142389	0.0214239	0.0214239	0.0214239	0.0214239	0.0214239	0.0214239
1875	-13.71734	-16.1	2.382662	0.02546803	0.025468	0.025468	0.025468	0.025468	0.025468	0.025468
1876	-13.23397	-15.85293	2.618956	0.01113538	0.0111354	0.0111354	0.0111354	0.0111354	0.0111354	0.0111354
1877	-14.01913	-16.71194	2.69281	0.006655736	0.00665574	0.00665574	0.00665574	0.00665574	0.00665574	0.00665574
1878	-13.11063	-15.66104	2.550419	0.01529259	0.0152926	0.0152926	0.0152926	0.0152926	0.0152926	0.0152926
1879	-13.52286	-15.9424	2.419536	0.02323142	0.0232314	0.0232314	0.0232314	0.0232314	0.0232314	0.0232314
1880	-13.52286	-15.9424	2.419536	0.02323142	0.0232314	0.0232314	0.0232314	0.0232314	0.0232314	0.0232314
1881	-13.14634	-15.66907	2.522724	0.01697246	0.0169725	0.0169725	0.0169725	0.0169725	0.0169725	0.0169725
1882	-13.49056	-15.91671	2.426142	0.02283071	0.0228307	0.0228307	0.0228307	0.0228307	0.0228307	0.0228307
1883	-13.49056	-15.91671	2.426142	0.02283071	0.0228307	0.0228307	0.0228307	0.0228307	0.0228307	0.0228307
1884	-13.13091	-15.66249	2.531582	0.01643512	0.0164351	0.0164351	0.0164351	0.0164351	0.0164351	0.0164351
1885	-13.14912	-15.74463	2.595506	0.01255776	0.0125578	0.0125578	0.0125578	0.0125578	0.0125578	0.0125578
1886	-13.57277	-15.98242	2.409643	0.02383147	0.0238315	0.0238315	0.0238315	0.0238315	0.0238315	0.0238315
1887	-13.17682	-15.78174	2.604927	0.01198634	0.0119863	0.0119863	0.0119863	0.0119863	0.0119863	0.0119863
1888	-14.26164	-16.55492	2.293276	0.03088981	0.0308898	0.0308898	0.0308898	0.0308898	0.0308898	0.0308898
1889	-13.10777	-15.66601	2.558242	0.01481807	0.0148181	0.0148181	0.0148181	0.0148181	0.0148181	0.0148181
1890	-13.10777	-15.66601	2.558242	0.01481807	0.0148181	0.0148181	0.0148181	0.0148181	0.0148181	0.0148181
1891	-13.10777	-15.66601	2.558242	0.01481807	0.0148181	0.0148181	0.0148181	0.0148181	0.0148181	0.0148181
1892	-13.10777	-15.66601	2.558242	0.01481807	0.0148181	0.0148181	0.0148181	0.0148181	0.0148181	0.0148181
1893	-13.1742	-15.77834	2.604143	0.01203391	0.0120339	0.0120339	0.0120339	0.0120339	0.0120339	0.0120339
1894	-13.1742	-15.77834	2.604143	0.01203391	0.0120339	0.0120339	0.0120339	0.0120339	0.0120339	0.0120339
1895	-13.88597	-16.5713	2.685322	0.00710989	0.00710989	0.00710989	0.00710989	0.00710989	0.00710989	0.00710989
1896	-13.15614	-15.75431	2.598169	0.01239625	0.0123963	0.0123963	0.0123963	0.0123963	0.0123963	0.0123963
1897	-13.39358	-15.8408	2.447218	0.02155232	0.0215523	0.0215523	0.0215523	0.0215523	0.0215523	0.0215523
1898	-13.51052	-15.93256	2.422039	0.02307955	0.0230796	0.0230796	0.0230796	0.0230796	0.0230796	0.0230796
1899	-13.51052	-15.93256	2.422039	0.02307955	0.0230796	0.0230796	0.0230796	0.0230796	0.0230796	0.0230796
1900	-14.77904	-16.9955	2.216466	0.0355488	0.0355488	0.0355488	0.0355488	0.0355488	0.0355488	0.0355488
1901	-14.77904	-16.9955	2.216466	0.0355488	0.0355488	0.0355488	0.0355488	0.0355488	0.0355488	0.0355488
1902	-13.638	-16.0352	2.397198	0.02458631	0.0245863	0.0245863	0.0245863	0.0245863	0.0245863	0.0245863
1903	-13.638	-16.0352	2.397198	0.02458631	0.0245863	0.0245863	0.0245863	0.0245863	0.0245863	0.0245863
1904	-15.44044	-17.56313	2.12269	0.04123681	0.0412368	0.0412368	0.0412368	0.0412368	0.0412368	0.0412368
1905	-13.1541	-15.75151	2.597417	0.01244189	0.0124419	0.0124419	0.0124419	0.0124419	0.0124419	0.0124419
1906	-13.1541	-15.75151	2.597417	0.01244189	0.0124419	0.0124419	0.0124419	0.0124419	0.0124419	0.0124419
1907	-13.3265	-15.78981	2.463309	0.0205763	0.0205763	0.0205763	0.0205763	0.0205763	0.0205763	0.0205763
1908	-13.16305	-15.76363	2.600584	0.01224979	0.0122498	0.0122498	0.0122498	0.0122498	0.0122498	0.0122498
1909	-13.21301	-15.82738	2.614364	0.01141396	0.011414	0.011414	0.011414	0.011414	0.011414	0.011414
1910	-15.17563	-17.33552	2.159896	0.03898008	0.0389801	0.0389801	0.0389801	0.0389801	0.0389801	0.0389801
1911	-15.17563	-17.33552	2.159896	0.03898008	0.0389801	0.0389801	0.0389801	0.0389801	0.0389801	0.0389801
1912	-13.82008	-16.18469	2.36461	0.02656297	0.026563	0.026563	0.026563	0.026563	0.026563	0.026563
1913	-13.82008	-16.18469	2.36461	0.02656297	0.026563	0.026563	0.026563	0.026563	0.026563	0.026563
1914	-13.18152	-15.78782	2.606297	0.01190327	0.0119033	0.0119033	0.0119033	0.0119033	0.0119033	0.0119033
1915	-13.54618	-16.20644	2.660267	0.008629673	0.00862967	0.00862967	0.00862967	0.00862967	0.00862967	0.00862967
1916	-13.10923	-15.66238	2.553148	0.01512703	0.015127	0.015127	0.015127	0.015127	0.015127	0.015127
1917	-13.10923	-15.66238	2.553148	0.01512703	0.015127	0.015127	0.015127	0.015127	0.015127	0.015127
1918	-13.10923	-15.66238	2.553148	0.01512703	0.015127	0.015127	0.015127	0.015127	0.015127	0.015127
1919	-13.10923	-15.66238	2.553148	0.01512703	0.015127	0.015127	0.015127	0.015127	0.015127	0.015127
1920	-13.10923	-15.66238	2.553148	0.01512703	0.015127	0.015127	0.015127	0.015127	0.015127	0.015127
1921	-14.10672	-16.42416	2.317436	0.02942432	0.0294243	0.0294243	0.0294243	0.0294243	0.0294243	0.0294243
1922	-14.10672	-16.42416	2.317436	0.02942432	0.0294243	0.0294243	0.0294243	0.0294243	0.0294243	0.0294243
1923	-14.46436	-16.72696	2.262605	0.03275014	0.0327501	0.0327501	0.0327501	0.0327501	0.0327501	0.0327501
1924	-13.84191	-16.52453	2.682618	0.007273905	0.0072739	0.0072739	0.0072739	0.0072739	0.0072739	0.0072739
1925	-13.84191	-16.52453	2.682618	0.007273905	0.0072739	0.0072739	0.0072739	0.0072739	0.0072739	0.0072739
1926	-13.29967	-15.76991	2.470242	0.02015579	0.0201558	0.0201558	0.0201558	0.0201558	0.0201558	0.0201558
1927	-13.39723	-15.84361	2.446385	0.02160281	0.0216028	0.0216028	0.0216028	0.0216028	0.0216028	0.0216028
1928	-13.1274	-15.71252	2.585127	0.01318735	0.0131874	0.0131874	0.0131874	0.0131874	0.0131874	0.0131874
1929	-13.9709	-16.6611	2.690207	0.006813621	0.00681362	0.00681362	0.00681362	0.00681362	0.00681362	0.00681362
1930	-13.9709	-16.6611	2.690207	0.006813621	0.00681362	0.00681362	0.00681362	0.00681362	0.00681362	0.00681362
1931	-13.35499	-15.99403	2.639038	0.009917324	0.00991732	0.00991732	0.00991732	0.00991732	0.00991732	0.00991732
1932	-13.16499	-15.76622	2.60123	0.01221058	0.0122106	0.0122106	0.0122106	0.0122106	0.0122106	0.0122106
1933	-13.24293	-15.8637	2.620778	0.0110249	0.0110249	0.0110249	0.0110249	0.0110249	0.0110249	0.0110249
1934	-13.10886	-15.67578	2.566924	0.01429147	0.0142915	0.0142915	0.0142915	0.0142915	0.0142915	0.0142915
1935	-14.31391	-16.59919	2.285277	0.03137496	0.031375	0.031375	0.031375	0.031375	0.031375	0.031375
1936	-13.67721	-16.34845	2.671238	0.007964219	0.00796422	0.00796422	0.00796422	0.00796422	0.00796422	0.00796422
1937	-13.67721	-16.34845	2.671238	0.007964219	0.00796422	0.00796422	0.00796422	0.00796422	0.00796422	0.00796422
1938	-13.49805	-15.92264	2.424595	0.02292451	0.0229245	0.0229245	0.0229245	0.0229245	0.0229245	0.0229245
1939	-13.49805	-15.92264	2.424595	0.02292451	0.0229245	0.0229245	0.0229245	0.0229245	0.0229245	0.0229245
1940	-13.49805	-15.92264	2.424595	0.02292451	0.0229245	0.0229245	0.0229245	0.0229245	0.0229245	0.0229245
1941	-13.20395	-15.81616	2.612208	0.01154469	0.0115447	0.0115447	0.0115447	0.0115447	0.0115447	0.0115447
1942	-13.12125	-15.70234	2.581095	0.01343187	0.0134319	0.0134319	0.0134319	0.0134319	0.0134319	0.0134319
1943	-13.18568	-15.69123	2.505556	0.01801379	0.0180138	0.0180138	0.0180138	0.0180138	0.0180138	0.0180138
1944	-13.10887	-15.67583	2.566956	0.01428947	0.0142895	0.0142895	0.0142895	0.0142895	0.0142895	0.0142895
1945	-13.31477	-15.94801	2.633242	0.01026886	0.0102689	0.0102689	0.0102689	0.0102689	0.0102689	0.0102689
1946	-13.33605	-15.97244	2.636391	0.01007784	0.0100778	0.0100778	0.0100778	0.0100778	0.0100778	0.0100778
1947	-13.57668	-16.23969	2.663013	0.008463061	0.00846306	0.00846306	0.00846306	0.00846306	0.00846306	0.00846306
1948	-13.16964	-15.6816	2.511954	0.01762571	0.0176257	0.0176257	0.0176257	0.0176257	0.0176257	0.0176257
1949	-14.04781	-16.37464	2.326833	0.02885434	0.0288543	0.0288543	0.0288543	0.0288543	0.0288543	0.0288543
1950	-14.04781	-16.37464	2.326833	0.02885434	0.0288543	0.0288543	0.0288543	0.0288543	0.0288543	0.0288543
1951	-13.14156	-15.7339	2.59234	0.01274983	0.0127498	0.0127498	0.0127498	0.0127498	0.0127498	0.0127498
1952	-13.14156	-15.7339	2.59234	0.01274983	0.0127498	0.0127498	0.0127498	0.0127498	0.0127498	0.0127498
1953	-13.13548	-15.72497	2.589495	0.01292238	0.0129224	0.0129224	0.0129224	0.0129224	0.0129224	0.0129224
1954	-13.15287	-15.74982	2.596956	0.01246984	0.0124698	0.0124698	0.0124698	0.0124698	0.0124698	0.0124698
1955	-13.15287	-15.74982	2.596956	0.01246984	0.0124698	0.0124698	0.0124698	0.0124698	0.0124698	0.0124698
1956	-13.58926	-15.99571	2.406449	0.02402516	0.0240252	0.0240252	0.0240252	0.0240252	0.0240252	0.0240252
1957	-13.21179	-15.82587	2.61408	0.01143115	0.0114312	0.0114312	0.0114312	0.0114312	0.0114312	0.0114312
1958	-13.21179	-15.82587	2.61408	0.01143115	0.0114312	0.0114312	0.0114312	0.0114312	0.0114312	0.0114312
1959	-13.13384	-15.66357	2.529734	0.01654725	0.0165472	0.0165472	0.0165472	0.0165472	0.0165472	0.0165472
1960	-13.13384	-15.66357	2.529734	0.01654725	0.0165472	0.0165472	0.0165472	0.0165472	0.0165472	0.0165472
1961	-14.39587	-16.66873	2.272867	0.03212773	0.0321277	0.0321277	0.0321277	0.0321277	0.0321277	0.0321277
1962	-13.798	-16.16643	2.368426	0.02633148	0.0263315	0.0263315	0.0263315	0.0263315	0.0263315	0.0263315
1963	-13.11169	-15.68365	2.571963	0.01398577	0.0139858	0.0139858	0.0139858	0.0139858	0.0139858	0.0139858
1964	-13.88175	-16.23586	2.354114	0.02719961	0.0271996	0.0271996	0.0271996	0.0271996	0.0271996	0.0271996
1965	-13.88175	-16.23586	2.354114	0.02719961	0.0271996	0.0271996	0.0271996	0.0271996	0.0271996	0.0271996
1966	-13.88175	-16.23586	2.354114	0.02719961	0.0271996	0.0271996	0.0271996	0.0271996	0.0271996	0.0271996
1967	-13.88175	-16.23586	2.354114	0.02719961	0.0271996	0.0271996	0.0271996	0.0271996	0.0271996	0.0271996
1968	-13.88175	-16.23586	2.354114	0.02719961	0.0271996	0.0271996	0.0271996	0.0271996	0.0271996	0.0271996
1969	-14.28537	-16.575	2.289637	0.03111053	0.0311105	0.0311105	0.0311105	0.0311105	0.0311105	0.0311105
1970	-14.28537	-16.575	2.289637	0.03111053	0.0311105	0.0311105	0.0311105	0.0311105	0.0311105	0.0311105
1971	-13.11722	-15.65946	2.542233	0.01578912	0.0157891	0.0157891	0.0157891	0.0157891	0.0157891	0.0157891
1972	-13.89448	-16.24646	2.351975	0.02732936	0.0273294	0.0273294	0.0273294	0.0273294	0.0273294	0.0273294
1973	-13.89448	-16.24646	2.351975	0.02732936	0.0273294	0.0273294	0.0273294	0.0273294	0.0273294	0.0273294
1974	-13.89448	-16.24646	2.351975	0.02732936	0.0273294	0.0273294	0.0273294	0.0273294	0.0273294	0.0273294
1975	-13.12658	-15.71121	2.584631	0.01321743	0.0132174	0.0132174	0.0132174	0.0132174	0.0132174	0.0132174
1976	-14.83295	-17.04164	2.208692	0.03602034	0.0360203	0.0360203	0.0360203	0.0360203	0.0360203	0.0360203
1977	-14.83295	-17.04164	2.208692	0.03602034	0.0360203	0.0360203	0.0360203	0.0360203	0.0360203	0.0360203
1978	-13.47196	-15.90199	2.43003	0.02259489	0.0225949	0.0225949	0.0225949	0.0225949	0.0225949	0.0225949
1979	-13.19439	-15.80418	2.609798	0.0116909	0.0116909	0.0116909	0.0116909	0.0116909	0.0116909	0.0116909
1980	-14.82315	-17.03325	2.210102	0.03593476	0.0359348	0.0359348	0.0359348	0.0359348	0.0359348	0.0359348
1981	-13.15637	-15.75462	2.598252	0.0123912	0.0123912	0.0123912	0.0123912	0.0123912	0.0123912	0.0123912
1982	-13.97388	-16.3127	2.338821	0.0281272	0.0281272	0.0281272	0.0281272	0.0281272	0.0281272	0.0281272
1983	-14.37	-17.07887	2.708866	0.005681854	0.00568185	0.00568185	0.00568185	0.00568185	0.00568185	0.00568185
1984	-14.5332	-17.24822	2.715017	0.005308763	0.00530876	0.00530876	0.00530876	0.00530876	0.00530876	0.00530876
1985	-14.5332	-17.24822	2.715017	0.005308763	0.00530876	0.00530876	0.00530876	0.00530876	0.00530876	0.00530876
1986	-13.16122	-15.76118	2.599962	0.01228751	0.0122875	0.0122875	0.0122875	0.0122875	0.0122875	0.0122875
1987	-13.63503	-16.30296	2.667928	0.008164955	0.00816496	0.00816496	0.00816496	0.00816496	0.00816496	0.00816496
1988	-13.66907	-16.33969	2.670614	0.008002056	0.00800206	0.00800206	0.00800206	0.00800206	0.00800206	0.00800206
1989	-13.27638	-15.90338	2.626995	0.01064776	0.0106478	0.0106478	0.0106478	0.0106478	0.0106478	0.0106478
1990	-13.85039	-16.20981	2.359424	0.02687755	0.0268775	0.0268775	0.0268775	0.0268775	0.0268775	0.0268775
1991	-13.52525	-16.18355	2.658302	0.008748807	0.00874881	0.00874881	0.00874881	0.00874881	0.00874881	0.00874881
1992	-13.52525	-16.18355	2.658302	0.008748807	0.00874881	0.00874881	0.00874881	0.00874881	0.00874881	0.00874881
1993	-13.22804	-15.84575	2.617707	0.01121118	0.0112112	0.0112112	0.0112112	0.0112112	0.0112112	0.0112112
1994	-14.16433	-16.47269	2.308366	0.0299745	0.0299745	0.0299745	0.0299745	0.0299745	0.0299745	0.0299745
1995	-14.16433	-16.47269	2.308366	0.0299745	0.0299745	0.0299745	0.0299745	0.0299745	0.0299745	0.0299745
1996	-13.69599	-16.08251	2.386516	0.02523427	0.0252343	0.0252343	0.0252343	0.0252343	0.0252343	0.0252343
1997	-13.69599	-16.08251	2.386516	0.02523427	0.0252343	0.0252343	0.0252343	0.0252343	0.0252343	0.0252343
1998	-13.69599	-16.08251	2.386516	0.02523427	0.0252343	0.0252343	0.0252343	0.0252343	0.0252343	0.0252343
1999	-13.38734	-15.836	2.448653	0.02146528	0.0214653	0.0214653	0.0214653	0.0214653	0.0214653	0.0214653
2000	-13.9893	-16.3256	2.3363	0.02828011	0.0282801	0.0282801	0.0282801	0.0282801	0.0282801	0.0282801
2001	-13.4532	-15.88722	2.434018	0.022353	0.022353	0.022353	0.022353	0.022353	0.022353	0.022353
2002	-14.62989	-16.86804	2.238153	0.03423331	0.0342333	0.0342333	0.0342333	0.0342333	0.0342333	0.0342333
2003	-14.74493	-16.96633	2.2214	0.03524951	0.0352495	0.0352495	0.0352495	0.0352495	0.0352495	0.0352495
2004	-14.74493	-16.96633	2.2214	0.03524951	0.0352495	0.0352495	0.0352495	0.0352495	0.0352495	0.0352495
2005	-14.74493	-16.96633	2.2214	0.03524951	0.0352495	0.0352495	0.0352495	0.0352495	0.0352495	0.0352495
2006	-13.10761	-15.66782	2.560213	0.0146985	0.0146985	0.0146985	0.0146985	0.0146985	0.0146985	0.0146985
2007	-13.10761	-15.66782	2.560213	0.0146985	0.0146985	0.0146985	0.0146985	0.0146985	0.0146985	0.0146985
2008	-13.12491	-15.66065	2.535741	0.01618287	0.0161829	0.0161829	0.0161829	0.0161829	0.0161829	0.0161829
2009	-13.12491	-15.66065	2.535741	0.01618287	0.0161829	0.0161829	0.0161829	0.0161829	0.0161829	0.0161829
2010	-13.12491	-15.66065	2.535741	0.01618287	0.0161829	0.0161829	0.0161829	0.0161829	0.0161829	0.0161829
2011	-13.12491	-15.66065	2.535741	0.01618287	0.0161829	0.0161829	0.0161829	0.0161829	0.0161829	0.0161829
2012	-13.12491	-15.66065	2.535741	0.01618287	0.0161829	0.0161829	0.0161829	0.0161829	0.0161829	0.0161829
2013	-13.8294	-16.19241	2.363009	0.02666008	0.0266601	0.0266601	0.0266601	0.0266601	0.0266601	0.0266601
2014	-13.85218	-16.53544	2.68326	0.007235007	0.00723501	0.00723501	0.00723501	0.00723501	0.00723501	0.00723501
2015	-13.40274	-15.84788	2.445132	0.02167885	0.0216789	0.0216789	0.0216789	0.0216789	0.0216789	0.0216789
2016	-13.40274	-15.84788	2.445132	0.02167885	0.0216789	0.0216789	0.0216789	0.0216789	0.0216789	0.0216789
2017	-13.11558	-15.65949	2.543913	0.01568722	0.0156872	0.0156872	0.0156872	0.0156872	0.0156872	0.0156872
2018	-13.22233	-15.83879	2.616466	0.01128643	0.0112864	0.0112864	0.0112864	0.0112864	0.0112864	0.0112864
2019	-13.40145	-16.04646	2.64501	0.009555065	0.00955507	0.00955507	0.00955507	0.00955507	0.00955507	0.00955507
2020	-13.11614	-15.65947	2.543328	0.01572267	0.0157227	0.0157227	0.0157227	0.0157227	0.0157227	0.0157227
2021	-13.11614	-15.65947	2.543328	0.01572267	0.0157227	0.0157227	0.0157227	0.0157227	0.0157227	0.0157227
2022	-13.12514	-15.70887	2.583736	0.01327172	0.0132717	0.0132717	0.0132717	0.0132717	0.0132717	0.0132717
2023	-13.12514	-15.70887	2.583736	0.01327172	0.0132717	0.0132717	0.0132717	0.0132717	0.0132717	0.0132717
2024	-13.19479	-15.8047	2.609904	0.01168448	0.0116845	0.0116845	0.0116845	0.0116845	0.0116845	0.0116845
2025	-13.27192	-15.89813	2.626213	0.01069524	0.0106952	0.0106952	0.0106952	0.0106952	0.0106952	0.0106952
2026	-13.2814	-15.75657	2.475175	0.01985659	0.0198566	0.0198566	0.0198566	0.0198566	0.0198566	0.0198566
2027	-13.72481	-16.39957	2.67476	0.00775056	0.00775056	0.00775056	0.00775056	0.00775056	0.00775056	0.00775056
2028	-13.57854	-16.24171	2.663176	0.008453169	0.00845317	0.00845317	0.00845317	0.00845317	0.00845317	0.00845317
2029	-13.23103	-15.72098	2.489955	0.01896009	0.0189601	0.0189601	0.0189601	0.0189601	0.0189601	0.0189601
2030	-13.27852	-15.90589	2.627366	0.0106253	0.0106253	0.0106253	0.0106253	0.0106253	0.0106253	0.0106253
2031	-15.10986	-17.27905	2.169193	0.03841617	0.0384162	0.0384162	0.0384162	0.0384162	0.0384162	0.0384162
2032	-13.18166	-15.788	2.606336	0.01190085	0.0119008	0.0119008	0.0119008	0.0119008	0.0119008	0.0119008
2033	-13.18166	-15.788	2.606336	0.01190085	0.0119008	0.0119008	0.0119008	0.0119008	0.0119008	0.0119008
2034	-13.42477	-15.86498	2.440206	0.02197766	0.0219777	0.0219777	0.0219777	0.0219777	0.0219777	0.0219777
2035	-13.32494	-15.78865	2.463701	0.02055251	0.0205525	0.0205525	0.0205525	0.0205525	0.0205525	0.0205525
2036	-13.32494	-15.78865	2.463701	0.02055251	0.0205525	0.0205525	0.0205525	0.0205525	0.0205525	0.0205525
2037	-13.72576	-16.10691	2.381153	0.02555957	0.0255596	0.0255596	0.0255596	0.0255596	0.0255596	0.0255596
2038	-13.385	-16.02798	2.642973	0.009678631	0.00967863	0.00967863	0.00967863	0.00967863	0.00967863	0.00967863
2039	-13.51927	-15.93953	2.420262	0.02318736	0.0231874	0.0231874	0.0231874	0.0231874	0.0231874	0.0231874
2040	-13.18761	-15.69243	2.504824	0.01805815	0.0180582	0.0180582	0.0180582	0.0180582	0.0180582	0.0180582
2041	-13.18761	-15.69243	2.504824	0.01805815	0.0180582	0.0180582	0.0180582	0.0180582	0.0180582	0.0180582
2042	-13.18761	-15.69243	2.504824	0.01805815	0.0180582	0.0180582	0.0180582	0.0180582	0.0180582	0.0180582
2043	-13.12846	-15.71421	2.585751	0.01314947	0.0131495	0.0131495	0.0131495	0.0131495	0.0131495	0.0131495
2044	-13.56592	-15.9769	2.410981	0.0237503	0.0237503	0.0237503	0.0237503	0.0237503	0.0237503	0.0237503
2045	-15.52354	-17.63461	2.111073	0.04194149	0.0419415	0.0419415	0.0419415	0.0419415	0.0419415	0.0419415
2046	-13.11673	-15.65945	2.542724	0.01575934	0.0157593	0.0157593	0.0157593	0.0157593	0.0157593	0.0157593
2047	-13.10848	-15.66362	2.555133	0.01500664	0.0150066	0.0150066	0.0150066	0.0150066	0.0150066	0.0150066
2048	-13.13644	-15.72641	2.589967	0.01289378	0.0128938	0.0128938	0.0128938	0.0128938	0.0128938	0.0128938
2049	-13.13644	-15.72641	2.589967	0.01289378	0.0128938	0.0128938	0.0128938	0.0128938	0.0128938	0.0128938
2050	-13.13644	-15.72641	2.589967	0.01289378	0.0128938	0.0128938	0.0128938	0.0128938	0.0128938	0.0128938
2051	-13.52552	-15.94452	2.419	0.02326392	0.0232639	0.0232639	0.0232639	0.0232639	0.0232639	0.0232639
2052	-13.20969	-15.70662	2.496933	0.01853678	0.0185368	0.0185368	0.0185368	0.0185368	0.0185368	0.0185368
2053	-14.64053	-16.87713	2.236595	0.0343278	0.0343278	0.0343278	0.0343278	0.0343278	0.0343278	0.0343278
2054	-13.11059	-15.66107	2.550481	0.01528879	0.0152888	0.0152888	0.0152888	0.0152888	0.0152888	0.0152888
2055	-13.11059	-15.66107	2.550481	0.01528879	0.0152888	0.0152888	0.0152888	0.0152888	0.0152888	0.0152888
