Iteration	Replicate_ID	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]
11930	0	-13.39609	-15.84274	2.446644	0.02158713	0.0215871	0.0215871	0.0215871	0.0215871	0.0215871	0.0215871
11931	1	-13.87905	-16.23362	2.354569	0.02717204	0.027172	0.027172	0.027172	0.027172	0.027172	0.027172
11932	0	-13.94162	-16.28575	2.344128	0.02780532	0.0278053	0.0278053	0.0278053	0.0278053	0.0278053	0.0278053
11933	1	-13.87905	-16.23362	2.354569	0.02717204	0.027172	0.027172	0.027172	0.027172	0.027172	0.027172
11934	0	-13.94162	-16.28575	2.344128	0.02780532	0.0278053	0.0278053	0.0278053	0.0278053	0.0278053	0.0278053
11935	1	-13.87905	-16.23362	2.354569	0.02717204	0.027172	0.027172	0.027172	0.027172	0.027172	0.027172
11936	0	-13.56669	-15.97752	2.410829	0.02375951	0.0237595	0.0237595	0.0237595	0.0237595	0.0237595	0.0237595
11937	1	-13.28827	-15.91729	2.629018	0.0105251	0.0105251	0.0105251	0.0105251	0.0105251	0.0105251	0.0105251
11938	0	-13.56669	-15.97752	2.410829	0.02375951	0.0237595	0.0237595	0.0237595	0.0237595	0.0237595	0.0237595
11939	1	-13.53245	-16.19143	2.658986	0.008707369	0.00870737	0.00870737	0.00870737	0.00870737	0.00870737	0.00870737
11940	0	-13.56669	-15.97752	2.410829	0.02375951	0.0237595	0.0237595	0.0237595	0.0237595	0.0237595	0.0237595
11941	1	-13.28801	-15.76138	2.473368	0.01996614	0.0199661	0.0199661	0.0199661	0.0199661	0.0199661	0.0199661
11942	0	-13.76378	-16.13819	2.374406	0.02596881	0.0259688	0.0259688	0.0259688	0.0259688	0.0259688	0.0259688
11943	1	-13.13196	-15.71965	2.587692	0.01303174	0.0130317	0.0130317	0.0130317	0.0130317	0.0130317	0.0130317
11944	0	-13.11417	-15.65966	2.545498	0.01559104	0.015591	0.015591	0.015591	0.015591	0.015591	0.015591
11945	1	-13.13196	-15.71965	2.587692	0.01303174	0.0130317	0.0130317	0.0130317	0.0130317	0.0130317	0.0130317
11946	0	-15.88278	-17.9438	2.061018	0.04497759	0.0449776	0.0449776	0.0449776	0.0449776	0.0449776	0.0449776
11947	1	-13.16868	-15.68104	2.512357	0.01760122	0.0176012	0.0176012	0.0176012	0.0176012	0.0176012	0.0176012
11948	0	-13.32565	-15.78917	2.463522	0.02056336	0.0205634	0.0205634	0.0205634	0.0205634	0.0205634	0.0205634
11949	1	-13.16868	-15.68104	2.512357	0.01760122	0.0176012	0.0176012	0.0176012	0.0176012	0.0176012	0.0176012
11950	0	-13.12715	-15.71213	2.58498	0.01319626	0.0131963	0.0131963	0.0131963	0.0131963	0.0131963	0.0131963
11951	1	-13.16868	-15.68104	2.512357	0.01760122	0.0176012	0.0176012	0.0176012	0.0176012	0.0176012	0.0176012
11952	0	-14.49829	-16.75585	2.257554	0.03305651	0.0330565	0.0330565	0.0330565	0.0330565	0.0330565	0.0330565
11953	1	-13.47819	-15.90691	2.42872	0.02267431	0.0226743	0.0226743	0.0226743	0.0226743	0.0226743	0.0226743
11954	0	-14.49829	-16.75585	2.257554	0.03305651	0.0330565	0.0330565	0.0330565	0.0330565	0.0330565	0.0330565
11955	1	-13.47819	-15.90691	2.42872	0.02267431	0.0226743	0.0226743	0.0226743	0.0226743	0.0226743	0.0226743
11956	0	-15.47942	-18.22039	2.740965	0.003734822	0.00373482	0.00373482	0.00373482	0.00373482	0.00373482	0.00373482
11957	1	-13.37143	-16.01266	2.64123	0.009784361	0.00978436	0.00978436	0.00978436	0.00978436	0.00978436	0.00978436
11958	0	-13.12212	-15.70384	2.581719	0.01339402	0.013394	0.013394	0.013394	0.013394	0.013394	0.013394
11959	1	-13.24316	-15.72937	2.486204	0.01918758	0.0191876	0.0191876	0.0191876	0.0191876	0.0191876	0.0191876
11960	0	-13.12212	-15.70384	2.581719	0.01339402	0.013394	0.013394	0.013394	0.013394	0.013394	0.013394
11961	1	-13.29015	-15.91948	2.62933	0.01050615	0.0105062	0.0105062	0.0105062	0.0105062	0.0105062	0.0105062
11962	0	-13.22651	-15.84388	2.617377	0.01123119	0.0112312	0.0112312	0.0112312	0.0112312	0.0112312	0.0112312
11963	1	-13.53198	-15.94968	2.417701	0.02334266	0.0233427	0.0233427	0.0233427	0.0233427	0.0233427	0.0233427
11964	0	-13.22651	-15.84388	2.617377	0.01123119	0.0112312	0.0112312	0.0112312	0.0112312	0.0112312	0.0112312
11965	1	-13.17222	-15.77575	2.603536	0.01207069	0.0120707	0.0120707	0.0120707	0.0120707	0.0120707	0.0120707
11966	0	-13.14921	-15.74476	2.595543	0.01255553	0.0125555	0.0125555	0.0125555	0.0125555	0.0125555	0.0125555
11967	1	-14.90015	-17.0992	2.199044	0.03660549	0.0366055	0.0366055	0.0366055	0.0366055	0.0366055	0.0366055
11968	0	-13.12421	-15.66048	2.536269	0.01615087	0.0161509	0.0161509	0.0161509	0.0161509	0.0161509	0.0161509
11969	1	-13.97481	-16.31348	2.338668	0.0281365	0.0281365	0.0281365	0.0281365	0.0281365	0.0281365	0.0281365
11970	0	-13.12421	-15.66048	2.536269	0.01615087	0.0161509	0.0161509	0.0161509	0.0161509	0.0161509	0.0161509
11971	1	-13.97481	-16.31348	2.338668	0.0281365	0.0281365	0.0281365	0.0281365	0.0281365	0.0281365	0.0281365
11972	0	-13.5091	-15.93143	2.42233	0.02306193	0.0230619	0.0230619	0.0230619	0.0230619	0.0230619	0.0230619
11973	1	-13.97481	-16.31348	2.338668	0.0281365	0.0281365	0.0281365	0.0281365	0.0281365	0.0281365	0.0281365
11974	0	-13.76465	-16.1389	2.374253	0.02597804	0.025978	0.025978	0.025978	0.025978	0.025978	0.025978
11975	1	-13.11243	-15.68536	2.572932	0.013927	0.013927	0.013927	0.013927	0.013927	0.013927	0.013927
11976	0	-13.14339	-15.73653	2.593141	0.01270121	0.0127012	0.0127012	0.0127012	0.0127012	0.0127012	0.0127012
11977	1	-13.27772	-15.75391	2.476191	0.01979495	0.0197949	0.0197949	0.0197949	0.0197949	0.0197949	0.0197949
11978	0	-13.18702	-15.79486	2.607834	0.01181002	0.01181	0.01181	0.01181	0.01181	0.01181	0.01181
11979	1	-13.27772	-15.75391	2.476191	0.01979495	0.0197949	0.0197949	0.0197949	0.0197949	0.0197949	0.0197949
11980	0	-13.18702	-15.79486	2.607834	0.01181002	0.01181	0.01181	0.01181	0.01181	0.01181	0.01181
11981	1	-13.86531	-16.2222	2.35689	0.02703121	0.0270312	0.0270312	0.0270312	0.0270312	0.0270312	0.0270312
11982	0	-13.18702	-15.79486	2.607834	0.01181002	0.01181	0.01181	0.01181	0.01181	0.01181	0.01181
11983	1	-13.86531	-16.2222	2.35689	0.02703121	0.0270312	0.0270312	0.0270312	0.0270312	0.0270312	0.0270312
11984	0	-14.79745	-17.01125	2.213808	0.03571002	0.03571	0.03571	0.03571	0.03571	0.03571	0.03571
11985	1	-14.16058	-16.46953	2.308953	0.02993886	0.0299389	0.0299389	0.0299389	0.0299389	0.0299389	0.0299389
11986	0	-13.71135	-16.38514	2.673785	0.007809679	0.00780968	0.00780968	0.00780968	0.00780968	0.00780968	0.00780968
11987	1	-14.20859	-16.51006	2.301468	0.03039287	0.0303929	0.0303929	0.0303929	0.0303929	0.0303929	0.0303929
11988	0	-14.84869	-17.05512	2.206429	0.03615759	0.0361576	0.0361576	0.0361576	0.0361576	0.0361576	0.0361576
11989	1	-14.20859	-16.51006	2.301468	0.03039287	0.0303929	0.0303929	0.0303929	0.0303929	0.0303929	0.0303929
11990	0	-13.61845	-16.01933	2.400876	0.02436322	0.0243632	0.0243632	0.0243632	0.0243632	0.0243632	0.0243632
11991	1	-14.20859	-16.51006	2.301468	0.03039287	0.0303929	0.0303929	0.0303929	0.0303929	0.0303929	0.0303929
11992	0	-13.59186	-15.99781	2.405949	0.0240555	0.0240555	0.0240555	0.0240555	0.0240555	0.0240555	0.0240555
11993	1	-14.09629	-16.41538	2.319091	0.02932396	0.029324	0.029324	0.029324	0.029324	0.029324	0.029324
11994	0	-14.86017	-17.06494	2.20478	0.03625762	0.0362576	0.0362576	0.0362576	0.0362576	0.0362576	0.0362576
11995	1	-13.17883	-15.78435	2.605519	0.0119504	0.0119504	0.0119504	0.0119504	0.0119504	0.0119504	0.0119504
11996	0	-13.50154	-16.15753	2.655991	0.008889007	0.00888901	0.00888901	0.00888901	0.00888901	0.00888901	0.00888901
11997	1	-13.17883	-15.78435	2.605519	0.0119504	0.0119504	0.0119504	0.0119504	0.0119504	0.0119504	0.0119504
11998	0	-13.50154	-16.15753	2.655991	0.008889007	0.00888901	0.00888901	0.00888901	0.00888901	0.00888901	0.00888901
11999	1	-13.17883	-15.78435	2.605519	0.0119504	0.0119504	0.0119504	0.0119504	0.0119504	0.0119504	0.0119504
12000	0	-13.41261	-16.05896	2.64635	0.009473774	0.00947377	0.00947377	0.00947377	0.00947377	0.00947377	0.00947377
12001	1	-13.19051	-15.69425	2.503738	0.01812404	0.018124	0.018124	0.018124	0.018124	0.018124	0.018124
12002	0	-13.41261	-16.05896	2.64635	0.009473774	0.00947377	0.00947377	0.00947377	0.00947377	0.00947377	0.00947377
12003	1	-13.19051	-15.69425	2.503738	0.01812404	0.018124	0.018124	0.018124	0.018124	0.018124	0.018124
12004	0	-13.12606	-15.66096	2.534896	0.0162341	0.0162341	0.0162341	0.0162341	0.0162341	0.0162341	0.0162341
12005	1	-13.5025	-15.92618	2.42368	0.02298004	0.02298	0.02298	0.02298	0.02298	0.02298	0.02298
12006	0	-13.14143	-15.73371	2.592282	0.01275333	0.0127533	0.0127533	0.0127533	0.0127533	0.0127533	0.0127533
12007	1	-17.65037	-19.4627	1.812327	0.06006214	0.0600621	0.0600621	0.0600621	0.0600621	0.0600621	0.0600621
12008	0	-13.69383	-16.08074	2.386908	0.02521046	0.0252105	0.0252105	0.0252105	0.0252105	0.0252105	0.0252105
12009	1	-13.16221	-15.76251	2.600299	0.01226704	0.012267	0.012267	0.012267	0.012267	0.012267	0.012267
12010	0	-13.10792	-15.67166	2.563741	0.01448453	0.0144845	0.0144845	0.0144845	0.0144845	0.0144845	0.0144845
12011	1	-13.53523	-15.95228	2.41705	0.02338215	0.0233822	0.0233822	0.0233822	0.0233822	0.0233822	0.0233822
12012	0	-13.10792	-15.67166	2.563741	0.01448453	0.0144845	0.0144845	0.0144845	0.0144845	0.0144845	0.0144845
12013	1	-13.34218	-15.80158	2.459404	0.02081317	0.0208132	0.0208132	0.0208132	0.0208132	0.0208132	0.0208132
12014	0	-13.10792	-15.67166	2.563741	0.01448453	0.0144845	0.0144845	0.0144845	0.0144845	0.0144845	0.0144845
12015	1	-13.34218	-15.80158	2.459404	0.02081317	0.0208132	0.0208132	0.0208132	0.0208132	0.0208132	0.0208132
12016	0	-13.10792	-15.67166	2.563741	0.01448453	0.0144845	0.0144845	0.0144845	0.0144845	0.0144845	0.0144845
12017	1	-14.78228	-16.99828	2.215997	0.03557723	0.0355772	0.0355772	0.0355772	0.0355772	0.0355772	0.0355772
12018	0	-13.34555	-15.80412	2.458577	0.02086333	0.0208633	0.0208633	0.0208633	0.0208633	0.0208633	0.0208633
12019	1	-14.19485	-16.89627	2.701412	0.006133959	0.00613396	0.00613396	0.00613396	0.00613396	0.00613396	0.00613396
12020	0	-13.16404	-15.76496	2.600916	0.0122296	0.0122296	0.0122296	0.0122296	0.0122296	0.0122296	0.0122296
12021	1	-13.69132	-16.36363	2.672304	0.007899508	0.00789951	0.00789951	0.00789951	0.00789951	0.00789951	0.00789951
12022	0	-13.16404	-15.76496	2.600916	0.0122296	0.0122296	0.0122296	0.0122296	0.0122296	0.0122296	0.0122296
12023	1	-13.40308	-15.84814	2.445055	0.02168353	0.0216835	0.0216835	0.0216835	0.0216835	0.0216835	0.0216835
12024	0	-13.68932	-16.07705	2.38773	0.02516063	0.0251606	0.0251606	0.0251606	0.0251606	0.0251606	0.0251606
12025	1	-13.40308	-15.84814	2.445055	0.02168353	0.0216835	0.0216835	0.0216835	0.0216835	0.0216835	0.0216835
12026	0	-13.11623	-15.69323	2.577001	0.01368024	0.0136802	0.0136802	0.0136802	0.0136802	0.0136802	0.0136802
12027	1	-13.18707	-15.79491	2.607846	0.01180931	0.0118093	0.0118093	0.0118093	0.0118093	0.0118093	0.0118093
12028	0	-13.11623	-15.69323	2.577001	0.01368024	0.0136802	0.0136802	0.0136802	0.0136802	0.0136802	0.0136802
12029	1	-13.18707	-15.79491	2.607846	0.01180931	0.0118093	0.0118093	0.0118093	0.0118093	0.0118093	0.0118093
12030	0	-13.11623	-15.69323	2.577001	0.01368024	0.0136802	0.0136802	0.0136802	0.0136802	0.0136802	0.0136802
12031	1	-13.18707	-15.79491	2.607846	0.01180931	0.0118093	0.0118093	0.0118093	0.0118093	0.0118093	0.0118093
12032	0	-13.19791	-15.80861	2.610701	0.01163608	0.0116361	0.0116361	0.0116361	0.0116361	0.0116361	0.0116361
12033	1	-13.18707	-15.79491	2.607846	0.01180931	0.0118093	0.0118093	0.0118093	0.0118093	0.0118093	0.0118093
12034	0	-13.224	-15.71619	2.492194	0.01882425	0.0188243	0.0188243	0.0188243	0.0188243	0.0188243	0.0188243
12035	1	-14.18392	-16.88484	2.700913	0.006164236	0.00616424	0.00616424	0.00616424	0.00616424	0.00616424	0.00616424
12036	0	-13.224	-15.71619	2.492194	0.01882425	0.0188243	0.0188243	0.0188243	0.0188243	0.0188243	0.0188243
12037	1	-16.24278	-18.99747	2.754689	0.002902391	0.00290239	0.00290239	0.00290239	0.00290239	0.00290239	0.00290239
12038	0	-13.224	-15.71619	2.492194	0.01882425	0.0188243	0.0188243	0.0188243	0.0188243	0.0188243	0.0188243
12039	1	-14.95748	-17.6858	2.728327	0.004501384	0.00450138	0.00450138	0.00450138	0.00450138	0.00450138	0.00450138
12040	0	-13.224	-15.71619	2.492194	0.01882425	0.0188243	0.0188243	0.0188243	0.0188243	0.0188243	0.0188243
12041	1	-13.21174	-15.82581	2.614067	0.01143191	0.0114319	0.0114319	0.0114319	0.0114319	0.0114319	0.0114319
12042	0	-13.224	-15.71619	2.492194	0.01882425	0.0188243	0.0188243	0.0188243	0.0188243	0.0188243	0.0188243
12043	1	-13.31903	-15.95292	2.633888	0.01022966	0.0102297	0.0102297	0.0102297	0.0102297	0.0102297	0.0102297
12044	0	-13.17285	-15.68347	2.51062	0.01770659	0.0177066	0.0177066	0.0177066	0.0177066	0.0177066	0.0177066
12045	1	-13.18624	-15.79386	2.607619	0.01182305	0.011823	0.011823	0.011823	0.011823	0.011823	0.011823
12046	0	-13.74433	-16.42048	2.676145	0.007666535	0.00766653	0.00766653	0.00766653	0.00766653	0.00766653	0.00766653
12047	1	-13.18772	-15.79575	2.608025	0.01179845	0.0117985	0.0117985	0.0117985	0.0117985	0.0117985	0.0117985
12048	0	-16.65961	-18.61236	1.952759	0.05154416	0.0515442	0.0515442	0.0515442	0.0515442	0.0515442	0.0515442
12049	1	-13.10779	-15.67078	2.562989	0.01453011	0.0145301	0.0145301	0.0145301	0.0145301	0.0145301	0.0145301
12050	0	-13.31488	-15.94814	2.633259	0.01026785	0.0102679	0.0102679	0.0102679	0.0102679	0.0102679	0.0102679
12051	1	-15.71356	-17.79813	2.08457	0.043549	0.043549	0.043549	0.043549	0.043549	0.043549	0.043549
12052	0	-13.60064	-16.26572	2.665083	0.008337549	0.00833755	0.00833755	0.00833755	0.00833755	0.00833755	0.00833755
12053	1	-13.29038	-15.76311	2.472726	0.0200051	0.0200051	0.0200051	0.0200051	0.0200051	0.0200051	0.0200051
12054	0	-13.60064	-16.26572	2.665083	0.008337549	0.00833755	0.00833755	0.00833755	0.00833755	0.00833755	0.00833755
12055	1	-13.29038	-15.76311	2.472726	0.0200051	0.0200051	0.0200051	0.0200051	0.0200051	0.0200051	0.0200051
12056	0	-13.40973	-15.85329	2.443556	0.02177446	0.0217745	0.0217745	0.0217745	0.0217745	0.0217745	0.0217745
12057	1	-13.44142	-16.09108	2.649662	0.009272872	0.00927287	0.00927287	0.00927287	0.00927287	0.00927287	0.00927287
12058	0	-13.40973	-15.85329	2.443556	0.02177446	0.0217745	0.0217745	0.0217745	0.0217745	0.0217745	0.0217745
12059	1	-14.38136	-16.65642	2.275052	0.03199516	0.0319952	0.0319952	0.0319952	0.0319952	0.0319952	0.0319952
12060	0	-13.40973	-15.85329	2.443556	0.02177446	0.0217745	0.0217745	0.0217745	0.0217745	0.0217745	0.0217745
12061	1	-13.832	-16.19456	2.362564	0.02668706	0.0266871	0.0266871	0.0266871	0.0266871	0.0266871	0.0266871
12062	0	-13.40973	-15.85329	2.443556	0.02177446	0.0217745	0.0217745	0.0217745	0.0217745	0.0217745	0.0217745
12063	1	-13.72805	-16.1088	2.380742	0.02558449	0.0255845	0.0255845	0.0255845	0.0255845	0.0255845	0.0255845
12064	0	-13.16432	-15.67855	2.514232	0.0174875	0.0174875	0.0174875	0.0174875	0.0174875	0.0174875	0.0174875
12065	1	-13.23375	-15.85266	2.61891	0.0111382	0.0111382	0.0111382	0.0111382	0.0111382	0.0111382	0.0111382
12066	0	-13.2139	-15.70941	2.495511	0.01862308	0.0186231	0.0186231	0.0186231	0.0186231	0.0186231	0.0186231
12067	1	-14.34967	-16.62951	2.279844	0.03170451	0.0317045	0.0317045	0.0317045	0.0317045	0.0317045	0.0317045
12068	0	-13.64466	-16.04061	2.395955	0.0246617	0.0246617	0.0246617	0.0246617	0.0246617	0.0246617	0.0246617
12069	1	-14.23403	-16.53156	2.29753	0.03063174	0.0306317	0.0306317	0.0306317	0.0306317	0.0306317	0.0306317
12070	0	-14.47295	-16.73427	2.261325	0.03282781	0.0328278	0.0328278	0.0328278	0.0328278	0.0328278	0.0328278
12071	1	-14.34984	-16.62966	2.279817	0.03170614	0.0317061	0.0317061	0.0317061	0.0317061	0.0317061	0.0317061
12072	0	-13.98493	-16.32195	2.337014	0.02823684	0.0282368	0.0282368	0.0282368	0.0282368	0.0282368	0.0282368
12073	1	-13.12823	-15.6616	2.533369	0.01632675	0.0163267	0.0163267	0.0163267	0.0163267	0.0163267	0.0163267
12074	0	-13.98493	-16.32195	2.337014	0.02823684	0.0282368	0.0282368	0.0282368	0.0282368	0.0282368	0.0282368
12075	1	-13.14136	-15.66673	2.525373	0.01681174	0.0168117	0.0168117	0.0168117	0.0168117	0.0168117	0.0168117
12076	0	-15.83315	-17.90108	2.067922	0.0445588	0.0445588	0.0445588	0.0445588	0.0445588	0.0445588	0.0445588
12077	1	-13.17635	-15.68555	2.509201	0.0177927	0.0177927	0.0177927	0.0177927	0.0177927	0.0177927	0.0177927
12078	0	-15.04576	-17.22404	2.178281	0.0378649	0.0378649	0.0378649	0.0378649	0.0378649	0.0378649	0.0378649
12079	1	-13.17635	-15.68555	2.509201	0.0177927	0.0177927	0.0177927	0.0177927	0.0177927	0.0177927	0.0177927
12080	0	-14.91246	-17.10974	2.197283	0.03671236	0.0367124	0.0367124	0.0367124	0.0367124	0.0367124	0.0367124
12081	1	-13.14588	-15.74007	2.594191	0.01263751	0.0126375	0.0126375	0.0126375	0.0126375	0.0126375	0.0126375
12082	0	-16.14786	-18.172	2.024146	0.04721411	0.0472141	0.0472141	0.0472141	0.0472141	0.0472141	0.0472141
12083	1	-13.2089	-15.7061	2.497201	0.01852055	0.0185205	0.0185205	0.0185205	0.0185205	0.0185205	0.0185205
12084	0	-14.34372	-16.62447	2.280746	0.03164984	0.0316498	0.0316498	0.0316498	0.0316498	0.0316498	0.0316498
12085	1	-13.13926	-15.73056	2.5913	0.01281287	0.0128129	0.0128129	0.0128129	0.0128129	0.0128129	0.0128129
12086	0	-14.34372	-16.62447	2.280746	0.03164984	0.0316498	0.0316498	0.0316498	0.0316498	0.0316498	0.0316498
12087	1	-13.58585	-16.24967	2.663814	0.008414471	0.00841447	0.00841447	0.00841447	0.00841447	0.00841447	0.00841447
12088	0	-13.3124	-15.77931	2.46691	0.02035787	0.0203579	0.0203579	0.0203579	0.0203579	0.0203579	0.0203579
12089	1	-13.58585	-16.24967	2.663814	0.008414471	0.00841447	0.00841447	0.00841447	0.00841447	0.00841447	0.00841447
12090	0	-13.3124	-15.77931	2.46691	0.02035787	0.0203579	0.0203579	0.0203579	0.0203579	0.0203579	0.0203579
12091	1	-13.10767	-15.66973	2.56206	0.01458649	0.0145865	0.0145865	0.0145865	0.0145865	0.0145865	0.0145865
12092	0	-14.54205	-16.79312	2.251073	0.03344967	0.0334497	0.0334497	0.0334497	0.0334497	0.0334497	0.0334497
12093	1	-13.10767	-15.66973	2.56206	0.01458649	0.0145865	0.0145865	0.0145865	0.0145865	0.0145865	0.0145865
12094	0	-14.54205	-16.79312	2.251073	0.03344967	0.0334497	0.0334497	0.0334497	0.0334497	0.0334497	0.0334497
12095	1	-13.10767	-15.66973	2.56206	0.01458649	0.0145865	0.0145865	0.0145865	0.0145865	0.0145865	0.0145865
12096	0	-14.38804	-16.66208	2.274046	0.03205619	0.0320562	0.0320562	0.0320562	0.0320562	0.0320562	0.0320562
12097	1	-13.10767	-15.66973	2.56206	0.01458649	0.0145865	0.0145865	0.0145865	0.0145865	0.0145865	0.0145865
12098	0	-13.8447	-16.2051	2.360392	0.0268188	0.0268188	0.0268188	0.0268188	0.0268188	0.0268188	0.0268188
12099	1	-14.37615	-16.65199	2.275839	0.03194747	0.0319475	0.0319475	0.0319475	0.0319475	0.0319475	0.0319475
12100	0	-13.22203	-15.71486	2.492832	0.01878554	0.0187855	0.0187855	0.0187855	0.0187855	0.0187855	0.0187855
12101	1	-14.72781	-16.9517	2.223882	0.03509895	0.0350989	0.0350989	0.0350989	0.0350989	0.0350989	0.0350989
12102	0	-13.1468	-15.74137	2.59457	0.01261457	0.0126146	0.0126146	0.0126146	0.0126146	0.0126146	0.0126146
12103	1	-14.72781	-16.9517	2.223882	0.03509895	0.0350989	0.0350989	0.0350989	0.0350989	0.0350989	0.0350989
12104	0	-14.29084	-16.57964	2.288799	0.03116135	0.0311614	0.0311614	0.0311614	0.0311614	0.0311614	0.0311614
12105	1	-14.72781	-16.9517	2.223882	0.03509895	0.0350989	0.0350989	0.0350989	0.0350989	0.0350989	0.0350989
12106	0	-13.8345	-16.19663	2.362136	0.02671301	0.026713	0.026713	0.026713	0.026713	0.026713	0.026713
12107	1	-13.24745	-15.73236	2.484912	0.01926594	0.0192659	0.0192659	0.0192659	0.0192659	0.0192659	0.0192659
12108	0	-13.8345	-16.19663	2.362136	0.02671301	0.026713	0.026713	0.026713	0.026713	0.026713	0.026713
12109	1	-13.24745	-15.73236	2.484912	0.01926594	0.0192659	0.0192659	0.0192659	0.0192659	0.0192659	0.0192659
12110	0	-13.14255	-15.73532	2.592775	0.01272342	0.0127234	0.0127234	0.0127234	0.0127234	0.0127234	0.0127234
12111	1	-13.24745	-15.73236	2.484912	0.01926594	0.0192659	0.0192659	0.0192659	0.0192659	0.0192659	0.0192659
12112	0	-13.14255	-15.73532	2.592775	0.01272342	0.0127234	0.0127234	0.0127234	0.0127234	0.0127234	0.0127234
12113	1	-13.24745	-15.73236	2.484912	0.01926594	0.0192659	0.0192659	0.0192659	0.0192659	0.0192659	0.0192659
12114	0	-13.14255	-15.73532	2.592775	0.01272342	0.0127234	0.0127234	0.0127234	0.0127234	0.0127234	0.0127234
12115	1	-13.24745	-15.73236	2.484912	0.01926594	0.0192659	0.0192659	0.0192659	0.0192659	0.0192659	0.0192659
12116	0	-13.15833	-15.67524	2.516911	0.01732503	0.017325	0.017325	0.017325	0.017325	0.017325	0.017325
12117	1	-14.00865	-16.7009	2.692254	0.006689459	0.00668946	0.00668946	0.00668946	0.00668946	0.00668946	0.00668946
12118	0	-14.14081	-16.45287	2.312055	0.02975073	0.0297507	0.0297507	0.0297507	0.0297507	0.0297507	0.0297507
12119	1	-15.63455	-18.37869	2.74414	0.003542236	0.00354224	0.00354224	0.00354224	0.00354224	0.00354224	0.00354224
12120	0	-13.5411	-16.2009	2.659796	0.008658201	0.0086582	0.0086582	0.0086582	0.0086582	0.0086582	0.0086582
12121	1	-13.14334	-15.73646	2.593119	0.01270256	0.0127026	0.0127026	0.0127026	0.0127026	0.0127026	0.0127026
12122	0	-15.35461	-17.48933	2.134715	0.04050745	0.0405075	0.0405075	0.0405075	0.0405075	0.0405075	0.0405075
12123	1	-13.1403	-15.73208	2.591777	0.01278393	0.0127839	0.0127839	0.0127839	0.0127839	0.0127839	0.0127839
12124	0	-14.3419	-16.62292	2.281022	0.03163309	0.0316331	0.0316331	0.0316331	0.0316331	0.0316331	0.0316331
12125	1	-13.6698	-16.34047	2.67067	0.007998643	0.00799864	0.00799864	0.00799864	0.00799864	0.00799864	0.00799864
12126	0	-13.14844	-15.74367	2.595235	0.01257421	0.0125742	0.0125742	0.0125742	0.0125742	0.0125742	0.0125742
12127	1	-13.6698	-16.34047	2.67067	0.007998643	0.00799864	0.00799864	0.00799864	0.00799864	0.00799864	0.00799864
12128	0	-13.13131	-15.71865	2.587342	0.01305298	0.013053	0.013053	0.013053	0.013053	0.013053	0.013053
12129	1	-13.77639	-16.14858	2.372193	0.02610303	0.026103	0.026103	0.026103	0.026103	0.026103	0.026103
12130	0	-13.13131	-15.71865	2.587342	0.01305298	0.013053	0.013053	0.013053	0.013053	0.013053	0.013053
12131	1	-13.77639	-16.14858	2.372193	0.02610303	0.026103	0.026103	0.026103	0.026103	0.026103	0.026103
12132	0	-13.13131	-15.71865	2.587342	0.01305298	0.013053	0.013053	0.013053	0.013053	0.013053	0.013053
12133	1	-13.28174	-15.75682	2.475081	0.01986224	0.0198622	0.0198622	0.0198622	0.0198622	0.0198622	0.0198622
12134	0	-13.73333	-16.4087	2.675368	0.007713658	0.00771366	0.00771366	0.00771366	0.00771366	0.00771366	0.00771366
12135	1	-13.20365	-15.70267	2.499013	0.01841063	0.0184106	0.0184106	0.0184106	0.0184106	0.0184106	0.0184106
12136	0	-13.73333	-16.4087	2.675368	0.007713658	0.00771366	0.00771366	0.00771366	0.00771366	0.00771366	0.00771366
12137	1	-14.29794	-17.00386	2.705917	0.005860707	0.00586071	0.00586071	0.00586071	0.00586071	0.00586071	0.00586071
12138	0	-15.12393	-17.29113	2.167202	0.03853692	0.0385369	0.0385369	0.0385369	0.0385369	0.0385369	0.0385369
12139	1	-13.15823	-15.75715	2.598919	0.01235076	0.0123508	0.0123508	0.0123508	0.0123508	0.0123508	0.0123508
12140	0	-13.30772	-15.93988	2.632154	0.01033484	0.0103348	0.0103348	0.0103348	0.0103348	0.0103348	0.0103348
12141	1	-13.68964	-16.36182	2.672178	0.007907152	0.00790715	0.00790715	0.00790715	0.00790715	0.00790715	0.00790715
12142	0	-13.29539	-15.76677	2.47138	0.02008674	0.0200867	0.0200867	0.0200867	0.0200867	0.0200867	0.0200867
12143	1	-13.5395	-15.9557	2.416198	0.02343387	0.0234339	0.0234339	0.0234339	0.0234339	0.0234339	0.0234339
12144	0	-13.40013	-15.84586	2.445725	0.0216429	0.0216429	0.0216429	0.0216429	0.0216429	0.0216429	0.0216429
12145	1	-13.11912	-15.69859	2.579474	0.01353023	0.0135302	0.0135302	0.0135302	0.0135302	0.0135302	0.0135302
12146	0	-13.18174	-15.68881	2.507072	0.01792184	0.0179218	0.0179218	0.0179218	0.0179218	0.0179218	0.0179218
12147	1	-13.1252	-15.70898	2.583776	0.01326928	0.0132693	0.0132693	0.0132693	0.0132693	0.0132693	0.0132693
12148	0	-13.13276	-15.66316	2.530401	0.01650678	0.0165068	0.0165068	0.0165068	0.0165068	0.0165068	0.0165068
12149	1	-13.1252	-15.70898	2.583776	0.01326928	0.0132693	0.0132693	0.0132693	0.0132693	0.0132693	0.0132693
