Iteration	Replicate_ID	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]
2298	0	-13.57663	-15.98552	2.408893	0.02387693	0.0238769	0.0238769	0.0238769	0.0238769	0.0238769	0.0238769
2299	1	-13.39992	-15.84569	2.445773	0.02163994	0.0216399	0.0216399	0.0216399	0.0216399	0.0216399	0.0216399
2300	0	-13.57663	-15.98552	2.408893	0.02387693	0.0238769	0.0238769	0.0238769	0.0238769	0.0238769	0.0238769
2301	1	-13.39992	-15.84569	2.445773	0.02163994	0.0216399	0.0216399	0.0216399	0.0216399	0.0216399	0.0216399
2302	0	-13.12479	-15.66062	2.535832	0.01617737	0.0161774	0.0161774	0.0161774	0.0161774	0.0161774	0.0161774
2303	1	-13.14021	-15.66622	2.526011	0.01677304	0.016773	0.016773	0.016773	0.016773	0.016773	0.016773
2304	0	-13.12479	-15.66062	2.535832	0.01617737	0.0161774	0.0161774	0.0161774	0.0161774	0.0161774	0.0161774
2305	1	-13.14021	-15.66622	2.526011	0.01677304	0.016773	0.016773	0.016773	0.016773	0.016773	0.016773
2306	0	-13.56793	-16.23017	2.662239	0.008510044	0.00851004	0.00851004	0.00851004	0.00851004	0.00851004	0.00851004
2307	1	-13.3818	-15.83173	2.449938	0.02138734	0.0213873	0.0213873	0.0213873	0.0213873	0.0213873	0.0213873
2308	0	-13.21645	-15.8316	2.615151	0.0113662	0.0113662	0.0113662	0.0113662	0.0113662	0.0113662	0.0113662
2309	1	-13.22625	-15.71772	2.491471	0.01886811	0.0188681	0.0188681	0.0188681	0.0188681	0.0188681	0.0188681
2310	0	-13.12094	-15.65981	2.538873	0.01599288	0.0159929	0.0159929	0.0159929	0.0159929	0.0159929	0.0159929
2311	1	-13.10791	-15.66528	2.557369	0.01487102	0.014871	0.014871	0.014871	0.014871	0.014871	0.014871
2312	0	-13.68493	-16.07346	2.388529	0.02511216	0.0251122	0.0251122	0.0251122	0.0251122	0.0251122	0.0251122
2313	1	-13.10791	-15.66528	2.557369	0.01487102	0.014871	0.014871	0.014871	0.014871	0.014871	0.014871
2314	0	-13.68493	-16.07346	2.388529	0.02511216	0.0251122	0.0251122	0.0251122	0.0251122	0.0251122	0.0251122
2315	1	-13.27877	-15.75467	2.475899	0.01981262	0.0198126	0.0198126	0.0198126	0.0198126	0.0198126	0.0198126
2316	0	-13.17792	-15.68649	2.508572	0.01783085	0.0178308	0.0178308	0.0178308	0.0178308	0.0178308	0.0178308
2317	1	-13.27877	-15.75467	2.475899	0.01981262	0.0198126	0.0198126	0.0198126	0.0198126	0.0198126	0.0198126
2318	0	-13.98872	-16.32512	2.336395	0.02827438	0.0282744	0.0282744	0.0282744	0.0282744	0.0282744	0.0282744
2319	1	-13.27877	-15.75467	2.475899	0.01981262	0.0198126	0.0198126	0.0198126	0.0198126	0.0198126	0.0198126
2320	0	-13.98872	-16.32512	2.336395	0.02827438	0.0282744	0.0282744	0.0282744	0.0282744	0.0282744	0.0282744
2321	1	-13.72341	-16.10499	2.381572	0.02553411	0.0255341	0.0255341	0.0255341	0.0255341	0.0255341	0.0255341
2322	0	-13.98872	-16.32512	2.336395	0.02827438	0.0282744	0.0282744	0.0282744	0.0282744	0.0282744	0.0282744
2323	1	-13.17646	-15.68562	2.509157	0.01779538	0.0177954	0.0177954	0.0177954	0.0177954	0.0177954	0.0177954
2324	0	-15.82704	-17.89581	2.068773	0.04450721	0.0445072	0.0445072	0.0445072	0.0445072	0.0445072	0.0445072
2325	1	-13.39572	-15.84245	2.44673	0.02158191	0.0215819	0.0215819	0.0215819	0.0215819	0.0215819	0.0215819
2326	0	-13.62586	-16.02534	2.399477	0.02444808	0.0244481	0.0244481	0.0244481	0.0244481	0.0244481	0.0244481
2327	1	-13.39572	-15.84245	2.44673	0.02158191	0.0215819	0.0215819	0.0215819	0.0215819	0.0215819	0.0215819
2328	0	-13.94649	-16.63533	2.688844	0.006896271	0.00689627	0.00689627	0.00689627	0.00689627	0.00689627	0.00689627
2329	1	-13.33122	-15.79334	2.462123	0.02064824	0.0206482	0.0206482	0.0206482	0.0206482	0.0206482	0.0206482
2330	0	-13.6219	-16.28875	2.666858	0.008229871	0.00822987	0.00822987	0.00822987	0.00822987	0.00822987	0.00822987
2331	1	-13.33122	-15.79334	2.462123	0.02064824	0.0206482	0.0206482	0.0206482	0.0206482	0.0206482	0.0206482
2332	0	-13.64907	-16.31812	2.669051	0.00809686	0.00809686	0.00809686	0.00809686	0.00809686	0.00809686	0.00809686
2333	1	-13.33122	-15.79334	2.462123	0.02064824	0.0206482	0.0206482	0.0206482	0.0206482	0.0206482	0.0206482
2334	0	-13.64907	-16.31812	2.669051	0.00809686	0.00809686	0.00809686	0.00809686	0.00809686	0.00809686	0.00809686
2335	1	-13.33122	-15.79334	2.462123	0.02064824	0.0206482	0.0206482	0.0206482	0.0206482	0.0206482	0.0206482
2336	0	-13.64907	-16.31812	2.669051	0.00809686	0.00809686	0.00809686	0.00809686	0.00809686	0.00809686	0.00809686
2337	1	-13.37271	-15.82478	2.452062	0.02125852	0.0212585	0.0212585	0.0212585	0.0212585	0.0212585	0.0212585
2338	0	-13.20294	-15.8149	2.61196	0.01155973	0.0115597	0.0115597	0.0115597	0.0115597	0.0115597	0.0115597
2339	1	-13.37271	-15.82478	2.452062	0.02125852	0.0212585	0.0212585	0.0212585	0.0212585	0.0212585	0.0212585
2340	0	-13.13885	-15.66562	2.526775	0.01672672	0.0167267	0.0167267	0.0167267	0.0167267	0.0167267	0.0167267
2341	1	-13.37271	-15.82478	2.452062	0.02125852	0.0212585	0.0212585	0.0212585	0.0212585	0.0212585	0.0212585
2342	0	-13.22294	-15.71548	2.492537	0.01880348	0.0188035	0.0188035	0.0188035	0.0188035	0.0188035	0.0188035
2343	1	-13.11377	-15.68829	2.574517	0.01383088	0.0138309	0.0138309	0.0138309	0.0138309	0.0138309	0.0138309
2344	0	-15.17123	-17.33175	2.160517	0.03894242	0.0389424	0.0389424	0.0389424	0.0389424	0.0389424	0.0389424
2345	1	-13.11377	-15.68829	2.574517	0.01383088	0.0138309	0.0138309	0.0138309	0.0138309	0.0138309	0.0138309
2346	0	-13.30408	-15.93566	2.631582	0.01036954	0.0103695	0.0103695	0.0103695	0.0103695	0.0103695	0.0103695
2347	1	-13.11479	-15.65957	2.544782	0.01563449	0.0156345	0.0156345	0.0156345	0.0156345	0.0156345	0.0156345
2348	0	-13.30408	-15.93566	2.631582	0.01036954	0.0103695	0.0103695	0.0103695	0.0103695	0.0103695	0.0103695
2349	1	-13.11479	-15.65957	2.544782	0.01563449	0.0156345	0.0156345	0.0156345	0.0156345	0.0156345	0.0156345
2350	0	-14.56972	-16.81671	2.246989	0.03369735	0.0336974	0.0336974	0.0336974	0.0336974	0.0336974	0.0336974
2351	1	-13.11479	-15.65957	2.544782	0.01563449	0.0156345	0.0156345	0.0156345	0.0156345	0.0156345	0.0156345
2352	0	-14.56972	-16.81671	2.246989	0.03369735	0.0336974	0.0336974	0.0336974	0.0336974	0.0336974	0.0336974
2353	1	-16.44874	-18.43097	1.98223	0.04975655	0.0497566	0.0497566	0.0497566	0.0497566	0.0497566	0.0497566
2354	0	-13.55756	-15.97018	2.412622	0.02365078	0.0236508	0.0236508	0.0236508	0.0236508	0.0236508	0.0236508
2355	1	-15.22453	-17.37753	2.152999	0.03939839	0.0393984	0.0393984	0.0393984	0.0393984	0.0393984	0.0393984
2356	0	-13.55756	-15.97018	2.412622	0.02365078	0.0236508	0.0236508	0.0236508	0.0236508	0.0236508	0.0236508
2357	1	-13.32444	-15.78827	2.463829	0.02054478	0.0205448	0.0205448	0.0205448	0.0205448	0.0205448	0.0205448
2358	0	-13.37088	-15.82337	2.452494	0.02123227	0.0212323	0.0212323	0.0212323	0.0212323	0.0212323	0.0212323
2359	1	-13.32444	-15.78827	2.463829	0.02054478	0.0205448	0.0205448	0.0205448	0.0205448	0.0205448	0.0205448
2360	0	-13.37088	-15.82337	2.452494	0.02123227	0.0212323	0.0212323	0.0212323	0.0212323	0.0212323	0.0212323
2361	1	-13.32444	-15.78827	2.463829	0.02054478	0.0205448	0.0205448	0.0205448	0.0205448	0.0205448	0.0205448
2362	0	-13.37088	-15.82337	2.452494	0.02123227	0.0212323	0.0212323	0.0212323	0.0212323	0.0212323	0.0212323
2363	1	-13.21487	-15.82967	2.614792	0.01138797	0.011388	0.011388	0.011388	0.011388	0.011388	0.011388
2364	0	-13.10853	-15.67458	2.566046	0.01434469	0.0143447	0.0143447	0.0143447	0.0143447	0.0143447	0.0143447
2365	1	-13.2096	-15.70657	2.496963	0.01853502	0.018535	0.018535	0.018535	0.018535	0.018535	0.018535
2366	0	-13.10853	-15.67458	2.566046	0.01434469	0.0143447	0.0143447	0.0143447	0.0143447	0.0143447	0.0143447
2367	1	-13.21743	-15.8328	2.615373	0.01135272	0.0113527	0.0113527	0.0113527	0.0113527	0.0113527	0.0113527
2368	0	-13.10853	-15.67458	2.566046	0.01434469	0.0143447	0.0143447	0.0143447	0.0143447	0.0143447	0.0143447
2369	1	-13.37303	-15.82501	2.451988	0.02126299	0.021263	0.021263	0.021263	0.021263	0.021263	0.021263
2370	0	-13.10853	-15.67458	2.566046	0.01434469	0.0143447	0.0143447	0.0143447	0.0143447	0.0143447	0.0143447
2371	1	-13.28618	-15.76005	2.473864	0.01993605	0.019936	0.019936	0.019936	0.019936	0.019936	0.019936
2372	0	-13.10853	-15.67458	2.566046	0.01434469	0.0143447	0.0143447	0.0143447	0.0143447	0.0143447	0.0143447
2373	1	-13.4376	-16.08683	2.649235	0.009298828	0.00929883	0.00929883	0.00929883	0.00929883	0.00929883	0.00929883
2374	0	-13.38075	-16.02318	2.642432	0.009711424	0.00971142	0.00971142	0.00971142	0.00971142	0.00971142	0.00971142
2375	1	-13.4376	-16.08683	2.649235	0.009298828	0.00929883	0.00929883	0.00929883	0.00929883	0.00929883	0.00929883
2376	0	-13.60059	-16.00487	2.404274	0.02415714	0.0241571	0.0241571	0.0241571	0.0241571	0.0241571	0.0241571
2377	1	-13.12283	-15.66016	2.537333	0.01608628	0.0160863	0.0160863	0.0160863	0.0160863	0.0160863	0.0160863
2378	0	-13.28754	-15.91644	2.628897	0.01053243	0.0105324	0.0105324	0.0105324	0.0105324	0.0105324	0.0105324
2379	1	-13.12283	-15.66016	2.537333	0.01608628	0.0160863	0.0160863	0.0160863	0.0160863	0.0160863	0.0160863
2380	0	-13.15516	-15.67354	2.51838	0.01723591	0.0172359	0.0172359	0.0172359	0.0172359	0.0172359	0.0172359
2381	1	-13.12283	-15.66016	2.537333	0.01608628	0.0160863	0.0160863	0.0160863	0.0160863	0.0160863	0.0160863
2382	0	-13.11151	-15.68323	2.571719	0.01400061	0.0140006	0.0140006	0.0140006	0.0140006	0.0140006	0.0140006
2383	1	-13.12283	-15.66016	2.537333	0.01608628	0.0160863	0.0160863	0.0160863	0.0160863	0.0160863	0.0160863
2384	0	-14.81541	-17.02663	2.211217	0.03586713	0.0358671	0.0358671	0.0358671	0.0358671	0.0358671	0.0358671
2385	1	-13.28763	-15.91655	2.628912	0.01053153	0.0105315	0.0105315	0.0105315	0.0105315	0.0105315	0.0105315
2386	0	-13.24336	-15.86422	2.620864	0.01101968	0.0110197	0.0110197	0.0110197	0.0110197	0.0110197	0.0110197
2387	1	-13.28763	-15.91655	2.628912	0.01053153	0.0105315	0.0105315	0.0105315	0.0105315	0.0105315	0.0105315
2388	0	-13.15338	-15.6726	2.519229	0.01718441	0.0171844	0.0171844	0.0171844	0.0171844	0.0171844	0.0171844
2389	1	-13.23886	-15.85882	2.61996	0.0110745	0.0110745	0.0110745	0.0110745	0.0110745	0.0110745	0.0110745
2390	0	-13.10996	-15.66158	2.551627	0.01521931	0.0152193	0.0152193	0.0152193	0.0152193	0.0152193	0.0152193
2391	1	-14.13433	-16.4474	2.313076	0.02968882	0.0296888	0.0296888	0.0296888	0.0296888	0.0296888	0.0296888
2392	0	-13.10996	-15.66158	2.551627	0.01521931	0.0152193	0.0152193	0.0152193	0.0152193	0.0152193	0.0152193
2393	1	-13.26187	-15.88627	2.624401	0.0108051	0.0108051	0.0108051	0.0108051	0.0108051	0.0108051	0.0108051
2394	0	-13.10996	-15.66158	2.551627	0.01521931	0.0152193	0.0152193	0.0152193	0.0152193	0.0152193	0.0152193
2395	1	-15.4415	-17.56404	2.122543	0.04124576	0.0412458	0.0412458	0.0412458	0.0412458	0.0412458	0.0412458
2396	0	-14.90686	-17.10495	2.198084	0.03666377	0.0366638	0.0366638	0.0366638	0.0366638	0.0366638	0.0366638
2397	1	-13.18971	-15.79828	2.608564	0.01176576	0.0117658	0.0117658	0.0117658	0.0117658	0.0117658	0.0117658
2398	0	-13.80466	-16.17193	2.367271	0.02640155	0.0264015	0.0264015	0.0264015	0.0264015	0.0264015	0.0264015
2399	1	-15.21956	-17.37326	2.1537	0.03935591	0.0393559	0.0393559	0.0393559	0.0393559	0.0393559	0.0393559
2400	0	-13.80466	-16.17193	2.367271	0.02640155	0.0264015	0.0264015	0.0264015	0.0264015	0.0264015	0.0264015
2401	1	-13.30398	-15.93555	2.631566	0.01037052	0.0103705	0.0103705	0.0103705	0.0103705	0.0103705	0.0103705
2402	0	-13.12213	-15.66002	2.537889	0.01605256	0.0160526	0.0160526	0.0160526	0.0160526	0.0160526	0.0160526
2403	1	-16.66086	-18.61344	1.952583	0.05155483	0.0515548	0.0515548	0.0515548	0.0515548	0.0515548	0.0515548
2404	0	-13.62457	-16.02429	2.399721	0.02443327	0.0244333	0.0244333	0.0244333	0.0244333	0.0244333	0.0244333
2405	1	-13.39545	-16.03973	2.644277	0.009599553	0.00959955	0.00959955	0.00959955	0.00959955	0.00959955	0.00959955
2406	0	-13.68699	-16.07514	2.388153	0.02513495	0.025135	0.025135	0.025135	0.025135	0.025135	0.025135
2407	1	-13.84907	-16.20872	2.359647	0.02686399	0.026864	0.026864	0.026864	0.026864	0.026864	0.026864
2408	0	-13.20377	-15.70274	2.498971	0.01841319	0.0184132	0.0184132	0.0184132	0.0184132	0.0184132	0.0184132
2409	1	-13.29746	-15.76828	2.470829	0.02012014	0.0201201	0.0201201	0.0201201	0.0201201	0.0201201	0.0201201
2410	0	-13.20377	-15.70274	2.498971	0.01841319	0.0184132	0.0184132	0.0184132	0.0184132	0.0184132	0.0184132
2411	1	-13.29746	-15.76828	2.470829	0.02012014	0.0201201	0.0201201	0.0201201	0.0201201	0.0201201	0.0201201
2412	0	-13.67943	-16.35083	2.671407	0.007953965	0.00795396	0.00795396	0.00795396	0.00795396	0.00795396	0.00795396
2413	1	-13.10775	-15.67046	2.562711	0.01454697	0.014547	0.014547	0.014547	0.014547	0.014547	0.014547
2414	0	-13.72822	-16.40323	2.675005	0.007735719	0.00773572	0.00773572	0.00773572	0.00773572	0.00773572	0.00773572
2415	1	-13.23817	-15.85799	2.61982	0.01108299	0.011083	0.011083	0.011083	0.011083	0.011083	0.011083
2416	0	-14.51355	-17.22787	2.714312	0.005351525	0.00535153	0.00535153	0.00535153	0.00535153	0.00535153	0.00535153
2417	1	-13.42625	-16.07419	2.647943	0.009377149	0.00937715	0.00937715	0.00937715	0.00937715	0.00937715	0.00937715
2418	0	-13.35977	-15.99945	2.639685	0.00987809	0.00987809	0.00987809	0.00987809	0.00987809	0.00987809	0.00987809
2419	1	-13.39628	-15.84288	2.446601	0.02158974	0.0215897	0.0215897	0.0215897	0.0215897	0.0215897	0.0215897
2420	0	-13.11078	-15.66094	2.550157	0.01530849	0.0153085	0.0153085	0.0153085	0.0153085	0.0153085	0.0153085
2421	1	-13.7519	-16.1284	2.376503	0.02584161	0.0258416	0.0258416	0.0258416	0.0258416	0.0258416	0.0258416
2422	0	-13.11078	-15.66094	2.550157	0.01530849	0.0153085	0.0153085	0.0153085	0.0153085	0.0153085	0.0153085
2423	1	-13.7519	-16.1284	2.376503	0.02584161	0.0258416	0.0258416	0.0258416	0.0258416	0.0258416	0.0258416
2424	0	-13.79646	-16.16515	2.368694	0.02631528	0.0263153	0.0263153	0.0263153	0.0263153	0.0263153	0.0263153
2425	1	-16.57827	-18.54241	1.964138	0.05085396	0.050854	0.050854	0.050854	0.050854	0.050854	0.050854
2426	0	-13.72499	-16.39977	2.674773	0.007749767	0.00774977	0.00774977	0.00774977	0.00774977	0.00774977	0.00774977
2427	1	-13.12148	-15.6599	2.538421	0.01602033	0.0160203	0.0160203	0.0160203	0.0160203	0.0160203	0.0160203
2428	0	-14.06943	-16.76484	2.695405	0.006498296	0.0064983	0.0064983	0.0064983	0.0064983	0.0064983	0.0064983
2429	1	-13.17124	-15.68253	2.511286	0.0176662	0.0176662	0.0176662	0.0176662	0.0176662	0.0176662	0.0176662
2430	0	-14.06943	-16.76484	2.695405	0.006498296	0.0064983	0.0064983	0.0064983	0.0064983	0.0064983	0.0064983
2431	1	-13.17124	-15.68253	2.511286	0.0176662	0.0176662	0.0176662	0.0176662	0.0176662	0.0176662	0.0176662
2432	0	-14.20668	-16.50844	2.301765	0.03037489	0.0303749	0.0303749	0.0303749	0.0303749	0.0303749	0.0303749
2433	1	-13.11216	-15.68474	2.572588	0.01394789	0.0139479	0.0139479	0.0139479	0.0139479	0.0139479	0.0139479
2434	0	-13.53043	-15.94844	2.418012	0.0233238	0.0233238	0.0233238	0.0233238	0.0233238	0.0233238	0.0233238
2435	1	-13.3376	-15.79814	2.460532	0.02074472	0.0207447	0.0207447	0.0207447	0.0207447	0.0207447	0.0207447
2436	0	-14.47229	-16.73372	2.261422	0.0328219	0.0328219	0.0328219	0.0328219	0.0328219	0.0328219	0.0328219
2437	1	-13.3376	-15.79814	2.460532	0.02074472	0.0207447	0.0207447	0.0207447	0.0207447	0.0207447	0.0207447
2438	0	-13.31139	-15.77856	2.46717	0.02034211	0.0203421	0.0203421	0.0203421	0.0203421	0.0203421	0.0203421
2439	1	-13.3376	-15.79814	2.460532	0.02074472	0.0207447	0.0207447	0.0207447	0.0207447	0.0207447	0.0207447
2440	0	-13.19871	-15.69947	2.500757	0.01830485	0.0183048	0.0183048	0.0183048	0.0183048	0.0183048	0.0183048
2441	1	-13.14096	-15.73304	2.592074	0.01276592	0.0127659	0.0127659	0.0127659	0.0127659	0.0127659	0.0127659
2442	0	-14.09959	-16.41816	2.318567	0.02935577	0.0293558	0.0293558	0.0293558	0.0293558	0.0293558	0.0293558
2443	1	-13.23893	-15.8589	2.619974	0.01107364	0.0110736	0.0110736	0.0110736	0.0110736	0.0110736	0.0110736
2444	0	-13.20042	-15.70057	2.500148	0.01834177	0.0183418	0.0183418	0.0183418	0.0183418	0.0183418	0.0183418
2445	1	-13.48932	-16.14408	2.654762	0.008963572	0.00896357	0.00896357	0.00896357	0.00896357	0.00896357	0.00896357
2446	0	-13.20042	-15.70057	2.500148	0.01834177	0.0183418	0.0183418	0.0183418	0.0183418	0.0183418	0.0183418
2447	1	-13.48932	-16.14408	2.654762	0.008963572	0.00896357	0.00896357	0.00896357	0.00896357	0.00896357	0.00896357
2448	0	-13.92967	-16.27578	2.346106	0.02768532	0.0276853	0.0276853	0.0276853	0.0276853	0.0276853	0.0276853
2449	1	-13.14171	-15.66689	2.52518	0.01682343	0.0168234	0.0168234	0.0168234	0.0168234	0.0168234	0.0168234
2450	0	-13.92967	-16.27578	2.346106	0.02768532	0.0276853	0.0276853	0.0276853	0.0276853	0.0276853	0.0276853
2451	1	-13.21072	-15.82455	2.613829	0.01144635	0.0114464	0.0114464	0.0114464	0.0114464	0.0114464	0.0114464
2452	0	-13.58536	-15.99256	2.407202	0.02397952	0.0239795	0.0239795	0.0239795	0.0239795	0.0239795	0.0239795
2453	1	-13.63443	-16.0323	2.397867	0.02454575	0.0245457	0.0245457	0.0245457	0.0245457	0.0245457	0.0245457
2454	0	-13.63049	-16.29805	2.667561	0.008187244	0.00818724	0.00818724	0.00818724	0.00818724	0.00818724	0.00818724
2455	1	-13.14349	-15.73667	2.593183	0.01269868	0.0126987	0.0126987	0.0126987	0.0126987	0.0126987	0.0126987
2456	0	-13.63049	-16.29805	2.667561	0.008187244	0.00818724	0.00818724	0.00818724	0.00818724	0.00818724	0.00818724
2457	1	-13.44038	-15.87717	2.436786	0.02218509	0.0221851	0.0221851	0.0221851	0.0221851	0.0221851	0.0221851
2458	0	-13.27119	-15.74921	2.478016	0.01968422	0.0196842	0.0196842	0.0196842	0.0196842	0.0196842	0.0196842
2459	1	-13.44038	-15.87717	2.436786	0.02218509	0.0221851	0.0221851	0.0221851	0.0221851	0.0221851	0.0221851
2460	0	-14.3636	-17.07221	2.70861	0.005697363	0.00569736	0.00569736	0.00569736	0.00569736	0.00569736	0.00569736
2461	1	-13.44038	-15.87717	2.436786	0.02218509	0.0221851	0.0221851	0.0221851	0.0221851	0.0221851	0.0221851
2462	0	-14.72829	-17.44985	2.721558	0.004911967	0.00491197	0.00491197	0.00491197	0.00491197	0.00491197	0.00491197
2463	1	-13.44038	-15.87717	2.436786	0.02218509	0.0221851	0.0221851	0.0221851	0.0221851	0.0221851	0.0221851
2464	0	-13.67295	-16.06367	2.390722	0.02497914	0.0249791	0.0249791	0.0249791	0.0249791	0.0249791	0.0249791
2465	1	-13.1668	-15.76862	2.601823	0.01217462	0.0121746	0.0121746	0.0121746	0.0121746	0.0121746	0.0121746
2466	0	-13.12457	-15.70794	2.583371	0.01329384	0.0132938	0.0132938	0.0132938	0.0132938	0.0132938	0.0132938
2467	1	-13.1668	-15.76862	2.601823	0.01217462	0.0121746	0.0121746	0.0121746	0.0121746	0.0121746	0.0121746
2468	0	-13.92587	-16.2726	2.346737	0.02764704	0.027647	0.027647	0.027647	0.027647	0.027647	0.027647
2469	1	-13.13628	-15.72616	2.589888	0.01289856	0.0128986	0.0128986	0.0128986	0.0128986	0.0128986	0.0128986
2470	0	-13.1642	-15.67848	2.514284	0.01748438	0.0174844	0.0174844	0.0174844	0.0174844	0.0174844	0.0174844
2471	1	-13.13628	-15.72616	2.589888	0.01289856	0.0128986	0.0128986	0.0128986	0.0128986	0.0128986	0.0128986
2472	0	-13.98817	-16.32466	2.336485	0.02826891	0.0282689	0.0282689	0.0282689	0.0282689	0.0282689	0.0282689
2473	1	-13.24849	-15.73309	2.484599	0.01928494	0.0192849	0.0192849	0.0192849	0.0192849	0.0192849	0.0192849
2474	0	-13.31381	-15.78035	2.466546	0.02037995	0.0203799	0.0203799	0.0203799	0.0203799	0.0203799	0.0203799
2475	1	-13.11355	-15.65979	2.546245	0.01554575	0.0155458	0.0155458	0.0155458	0.0155458	0.0155458	0.0155458
2476	0	-13.90864	-16.25824	2.349606	0.02747305	0.027473	0.027473	0.027473	0.027473	0.027473	0.027473
2477	1	-13.36124	-15.81602	2.454782	0.02109348	0.0210935	0.0210935	0.0210935	0.0210935	0.0210935	0.0210935
2478	0	-13.90864	-16.25824	2.349606	0.02747305	0.027473	0.027473	0.027473	0.027473	0.027473	0.027473
2479	1	-13.36124	-15.81602	2.454782	0.02109348	0.0210935	0.0210935	0.0210935	0.0210935	0.0210935	0.0210935
2480	0	-13.91806	-16.60528	2.687216	0.006995029	0.00699503	0.00699503	0.00699503	0.00699503	0.00699503	0.00699503
2481	1	-13.19308	-15.80253	2.609456	0.01171164	0.0117116	0.0117116	0.0117116	0.0117116	0.0117116	0.0117116
2482	0	-13.51262	-16.1697	2.657083	0.008822799	0.0088228	0.0088228	0.0088228	0.0088228	0.0088228	0.0088228
2483	1	-13.19308	-15.80253	2.609456	0.01171164	0.0117116	0.0117116	0.0117116	0.0117116	0.0117116	0.0117116
2484	0	-14.08466	-16.4056	2.320941	0.02921177	0.0292118	0.0292118	0.0292118	0.0292118	0.0292118	0.0292118
2485	1	-13.21247	-15.70846	2.495993	0.01859385	0.0185938	0.0185938	0.0185938	0.0185938	0.0185938	0.0185938
2486	0	-13.29841	-15.76898	2.470577	0.02013547	0.0201355	0.0201355	0.0201355	0.0201355	0.0201355	0.0201355
2487	1	-13.10887	-15.6629	2.55403	0.01507356	0.0150736	0.0150736	0.0150736	0.0150736	0.0150736	0.0150736
2488	0	-13.11445	-15.68969	2.575246	0.01378669	0.0137867	0.0137867	0.0137867	0.0137867	0.0137867	0.0137867
2489	1	-13.11092	-15.66085	2.549923	0.01532263	0.0153226	0.0153226	0.0153226	0.0153226	0.0153226	0.0153226
2490	0	-13.11445	-15.68969	2.575246	0.01378669	0.0137867	0.0137867	0.0137867	0.0137867	0.0137867	0.0137867
2491	1	-14.44989	-16.71466	2.264765	0.03261915	0.0326191	0.0326191	0.0326191	0.0326191	0.0326191	0.0326191
2492	0	-13.48457	-15.91196	2.427388	0.02275513	0.0227551	0.0227551	0.0227551	0.0227551	0.0227551	0.0227551
2493	1	-13.12226	-15.66005	2.537788	0.01605871	0.0160587	0.0160587	0.0160587	0.0160587	0.0160587	0.0160587
2494	0	-13.31186	-15.94466	2.632796	0.01029589	0.0102959	0.0102959	0.0102959	0.0102959	0.0102959	0.0102959
2495	1	-13.10769	-15.6666	2.558907	0.01477771	0.0147777	0.0147777	0.0147777	0.0147777	0.0147777	0.0147777
2496	0	-13.10968	-15.66186	2.552186	0.01518539	0.0151854	0.0151854	0.0151854	0.0151854	0.0151854	0.0151854
2497	1	-13.10769	-15.6666	2.558907	0.01477771	0.0147777	0.0147777	0.0147777	0.0147777	0.0147777	0.0147777
2498	0	-13.1106	-15.68094	2.570344	0.01408398	0.014084	0.014084	0.014084	0.014084	0.014084	0.014084
2499	1	-13.96396	-16.30441	2.340447	0.02802857	0.0280286	0.0280286	0.0280286	0.0280286	0.0280286	0.0280286
2500	0	-13.30874	-15.7766	2.467859	0.02030034	0.0203003	0.0203003	0.0203003	0.0203003	0.0203003	0.0203003
2501	1	-13.86933	-16.22554	2.356211	0.02707245	0.0270724	0.0270724	0.0270724	0.0270724	0.0270724	0.0270724
2502	0	-13.11416	-15.65966	2.5455	0.01559093	0.0155909	0.0155909	0.0155909	0.0155909	0.0155909	0.0155909
2503	1	-13.84404	-16.20455	2.360505	0.02681199	0.026812	0.026812	0.026812	0.026812	0.026812	0.026812
2504	0	-13.10882	-15.67563	2.566819	0.0142978	0.0142978	0.0142978	0.0142978	0.0142978	0.0142978	0.0142978
2505	1	-13.14826	-15.67	2.521747	0.0170317	0.0170317	0.0170317	0.0170317	0.0170317	0.0170317	0.0170317
2506	0	-13.10882	-15.67563	2.566819	0.0142978	0.0142978	0.0142978	0.0142978	0.0142978	0.0142978	0.0142978
2507	1	-13.1729	-15.6835	2.510602	0.01770771	0.0177077	0.0177077	0.0177077	0.0177077	0.0177077	0.0177077
2508	0	-13.10882	-15.67563	2.566819	0.0142978	0.0142978	0.0142978	0.0142978	0.0142978	0.0142978	0.0142978
2509	1	-13.69761	-16.08383	2.386223	0.025252	0.025252	0.025252	0.025252	0.025252	0.025252	0.025252
2510	0	-13.10882	-15.67563	2.566819	0.0142978	0.0142978	0.0142978	0.0142978	0.0142978	0.0142978	0.0142978
2511	1	-13.12002	-15.65968	2.539657	0.01594536	0.0159454	0.0159454	0.0159454	0.0159454	0.0159454	0.0159454
2512	0	-13.10882	-15.67563	2.566819	0.0142978	0.0142978	0.0142978	0.0142978	0.0142978	0.0142978	0.0142978
2513	1	-13.12002	-15.65968	2.539657	0.01594536	0.0159454	0.0159454	0.0159454	0.0159454	0.0159454	0.0159454
2514	0	-13.45456	-15.88829	2.433726	0.02237068	0.0223707	0.0223707	0.0223707	0.0223707	0.0223707	0.0223707
2515	1	-13.12002	-15.65968	2.539657	0.01594536	0.0159454	0.0159454	0.0159454	0.0159454	0.0159454	0.0159454
2516	0	-13.45456	-15.88829	2.433726	0.02237068	0.0223707	0.0223707	0.0223707	0.0223707	0.0223707	0.0223707
