Iteration	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]
22	-14.61998	-16.85959	2.239604	0.03414531	0.0341453	0.0341453	0.0341453	0.0341453	0.0341453	0.0341453
23	-14.11178	-16.42842	2.316635	0.02947294	0.0294729	0.0294729	0.0294729	0.0294729	0.0294729	0.0294729
24	-13.47208	-15.90208	2.430005	0.02259637	0.0225964	0.0225964	0.0225964	0.0225964	0.0225964	0.0225964
25	-14.1167	-16.43256	2.315857	0.02952012	0.0295201	0.0295201	0.0295201	0.0295201	0.0295201	0.0295201
26	-13.31162	-15.77873	2.46711	0.02034572	0.0203457	0.0203457	0.0203457	0.0203457	0.0203457	0.0203457
27	-13.18016	-15.68785	2.507689	0.01788437	0.0178844	0.0178844	0.0178844	0.0178844	0.0178844	0.0178844
28	-13.23947	-15.7268	2.487331	0.01911925	0.0191192	0.0191192	0.0191192	0.0191192	0.0191192	0.0191192
29	-13.13135	-15.71872	2.587365	0.01305156	0.0130516	0.0130516	0.0130516	0.0130516	0.0130516	0.0130516
30	-13.11747	-15.69558	2.578111	0.01361286	0.0136129	0.0136129	0.0136129	0.0136129	0.0136129	0.0136129
31	-13.16523	-15.76654	2.601308	0.01220583	0.0122058	0.0122058	0.0122058	0.0122058	0.0122058	0.0122058
32	-13.82185	-16.5032	2.681345	0.007351162	0.00735116	0.00735116	0.00735116	0.00735116	0.00735116	0.00735116
33	-13.4271	-16.07514	2.648042	0.009371181	0.00937118	0.00937118	0.00937118	0.00937118	0.00937118	0.00937118
34	-13.26208	-15.88652	2.62444	0.01080273	0.0108027	0.0108027	0.0108027	0.0108027	0.0108027	0.0108027
35	-13.11594	-15.65947	2.543533	0.01571023	0.0157102	0.0157102	0.0157102	0.0157102	0.0157102	0.0157102
36	-13.19008	-15.79875	2.608662	0.01175977	0.0117598	0.0117598	0.0117598	0.0117598	0.0117598	0.0117598
37	-13.1111	-15.68224	2.571132	0.01403619	0.0140362	0.0140362	0.0140362	0.0140362	0.0140362	0.0140362
38	-13.1527	-15.74959	2.596893	0.01247364	0.0124736	0.0124736	0.0124736	0.0124736	0.0124736	0.0124736
39	-13.1527	-15.74959	2.596893	0.01247364	0.0124736	0.0124736	0.0124736	0.0124736	0.0124736	0.0124736
40	-14.28239	-16.98765	2.70526	0.005900563	0.00590056	0.00590056	0.00590056	0.00590056	0.00590056	0.00590056
41	-13.66384	-16.33405	2.670209	0.008026617	0.00802662	0.00802662	0.00802662	0.00802662	0.00802662	0.00802662
42	-14.17324	-16.87366	2.700421	0.006194099	0.0061941	0.0061941	0.0061941	0.0061941	0.0061941	0.0061941
43	-13.48544	-16.1398	2.654366	0.008987591	0.00898759	0.00898759	0.00898759	0.00898759	0.00898759	0.00898759
44	-13.94935	-16.63836	2.689006	0.006886465	0.00688646	0.00688646	0.00688646	0.00688646	0.00688646	0.00688646
45	-13.63302	-16.30078	2.667765	0.008174828	0.00817483	0.00817483	0.00817483	0.00817483	0.00817483	0.00817483
46	-13.63302	-16.30078	2.667765	0.008174828	0.00817483	0.00817483	0.00817483	0.00817483	0.00817483	0.00817483
47	-13.25599	-15.8793	2.623308	0.01087143	0.0108714	0.0108714	0.0108714	0.0108714	0.0108714	0.0108714
48	-13.43748	-16.0867	2.649221	0.00929965	0.00929965	0.00929965	0.00929965	0.00929965	0.00929965	0.00929965
49	-13.13552	-15.72504	2.589516	0.01292109	0.0129211	0.0129211	0.0129211	0.0129211	0.0129211	0.0129211
50	-13.32746	-15.79053	2.463065	0.02059107	0.0205911	0.0205911	0.0205911	0.0205911	0.0205911	0.0205911
51	-13.37797	-15.8288	2.45083	0.02133324	0.0213332	0.0213332	0.0213332	0.0213332	0.0213332	0.0213332
52	-13.35276	-15.80959	2.456821	0.02096984	0.0209698	0.0209698	0.0209698	0.0209698	0.0209698	0.0209698
53	-13.30393	-15.77305	2.469117	0.02022399	0.020224	0.020224	0.020224	0.020224	0.020224	0.020224
54	-13.26573	-15.74529	2.479567	0.01959015	0.0195902	0.0195902	0.0195902	0.0195902	0.0195902	0.0195902
55	-13.12922	-15.71541	2.586188	0.01312297	0.013123	0.013123	0.013123	0.013123	0.013123	0.013123
56	-13.46882	-16.12146	2.652637	0.009092463	0.00909246	0.00909246	0.00909246	0.00909246	0.00909246	0.00909246
57	-13.52243	-16.18047	2.658033	0.00876517	0.00876517	0.00876517	0.00876517	0.00876517	0.00876517	0.00876517
58	-14.41775	-17.12849	2.710737	0.00556832	0.00556832	0.00556832	0.00556832	0.00556832	0.00556832	0.00556832
59	-13.4207	-16.068	2.647301	0.009416103	0.0094161	0.0094161	0.0094161	0.0094161	0.0094161	0.0094161
60	-13.14961	-15.74531	2.5957	0.01254603	0.012546	0.012546	0.012546	0.012546	0.012546	0.012546
61	-13.13704	-15.66485	2.527818	0.01666346	0.0166635	0.0166635	0.0166635	0.0166635	0.0166635	0.0166635
62	-13.22895	-15.84685	2.617901	0.01119941	0.0111994	0.0111994	0.0111994	0.0111994	0.0111994	0.0111994
63	-13.82132	-16.50263	2.68131	0.007353236	0.00735324	0.00735324	0.00735324	0.00735324	0.00735324	0.00735324
64	-13.13151	-15.6627	2.531196	0.01645854	0.0164585	0.0164585	0.0164585	0.0164585	0.0164585	0.0164585
65	-13.66196	-16.0547	2.392746	0.02485637	0.0248564	0.0248564	0.0248564	0.0248564	0.0248564	0.0248564
66	-13.8663	-16.22302	2.356723	0.02704136	0.0270414	0.0270414	0.0270414	0.0270414	0.0270414	0.0270414
67	-14.24935	-16.54452	2.295166	0.03077512	0.0307751	0.0307751	0.0307751	0.0307751	0.0307751	0.0307751
68	-15.65336	-17.74631	2.092959	0.04304017	0.0430402	0.0430402	0.0430402	0.0430402	0.0430402	0.0430402
69	-15.53799	-17.64705	2.109054	0.04206395	0.0420639	0.0420639	0.0420639	0.0420639	0.0420639	0.0420639
70	-13.3208	-15.78555	2.464753	0.02048873	0.0204887	0.0204887	0.0204887	0.0204887	0.0204887	0.0204887
71	-14.34146	-16.62255	2.281089	0.03162902	0.031629	0.031629	0.031629	0.031629	0.031629	0.031629
72	-13.48239	-15.91023	2.427842	0.02272758	0.0227276	0.0227276	0.0227276	0.0227276	0.0227276	0.0227276
73	-13.10777	-15.67066	2.562887	0.01453629	0.0145363	0.0145363	0.0145363	0.0145363	0.0145363	0.0145363
74	-13.1123	-15.68507	2.572768	0.01393694	0.0139369	0.0139369	0.0139369	0.0139369	0.0139369	0.0139369
75	-13.16147	-15.67696	2.515488	0.01741133	0.0174113	0.0174113	0.0174113	0.0174113	0.0174113	0.0174113
76	-13.13957	-15.66594	2.526367	0.01675148	0.0167515	0.0167515	0.0167515	0.0167515	0.0167515	0.0167515
77	-13.15491	-15.75262	2.597716	0.01242371	0.0124237	0.0124237	0.0124237	0.0124237	0.0124237	0.0124237
78	-13.11669	-15.6941	2.577417	0.01365501	0.013655	0.013655	0.013655	0.013655	0.013655	0.013655
79	-13.13562	-15.72519	2.589568	0.01291797	0.012918	0.012918	0.012918	0.012918	0.012918	0.012918
80	-13.10824	-15.67334	2.565099	0.01440211	0.0144021	0.0144021	0.0144021	0.0144021	0.0144021	0.0144021
81	-13.30088	-15.7708	2.469921	0.02017526	0.0201753	0.0201753	0.0201753	0.0201753	0.0201753	0.0201753
82	-13.17652	-15.78136	2.60484	0.01199161	0.0119916	0.0119916	0.0119916	0.0119916	0.0119916	0.0119916
83	-13.65344	-16.04776	2.394322	0.02476075	0.0247608	0.0247608	0.0247608	0.0247608	0.0247608	0.0247608
84	-13.53259	-15.95017	2.417579	0.0233501	0.0233501	0.0233501	0.0233501	0.0233501	0.0233501	0.0233501
85	-14.37573	-16.65163	2.275902	0.03194362	0.0319436	0.0319436	0.0319436	0.0319436	0.0319436	0.0319436
86	-14.37573	-16.65163	2.275902	0.03194362	0.0319436	0.0319436	0.0319436	0.0319436	0.0319436	0.0319436
87	-13.72781	-16.10859	2.380786	0.02558182	0.0255818	0.0255818	0.0255818	0.0255818	0.0255818	0.0255818
88	-13.70268	-16.08799	2.385304	0.02530778	0.0253078	0.0253078	0.0253078	0.0253078	0.0253078	0.0253078
89	-14.47196	-16.73343	2.261473	0.03281884	0.0328188	0.0328188	0.0328188	0.0328188	0.0328188	0.0328188
90	-15.28359	-17.42828	2.144688	0.03990251	0.0399025	0.0399025	0.0399025	0.0399025	0.0399025	0.0399025
91	-14.59992	-16.84246	2.242548	0.03396673	0.0339667	0.0339667	0.0339667	0.0339667	0.0339667	0.0339667
92	-13.10817	-15.66439	2.556219	0.01494076	0.0149408	0.0149408	0.0149408	0.0149408	0.0149408	0.0149408
93	-13.35036	-15.98876	2.638403	0.009955802	0.0099558	0.0099558	0.0099558	0.0099558	0.0099558	0.0099558
94	-13.39545	-16.03972	2.644276	0.009599592	0.00959959	0.00959959	0.00959959	0.00959959	0.00959959	0.00959959
95	-13.17103	-15.7742	2.603168	0.01209304	0.012093	0.012093	0.012093	0.012093	0.012093	0.012093
96	-13.37893	-16.02113	2.6422	0.009725516	0.00972552	0.00972552	0.00972552	0.00972552	0.00972552	0.00972552
97	-13.66856	-16.33913	2.670574	0.008004457	0.00800446	0.00800446	0.00800446	0.00800446	0.00800446	0.00800446
98	-13.17725	-15.7823	2.605055	0.01197856	0.0119786	0.0119786	0.0119786	0.0119786	0.0119786	0.0119786
99	-13.3421	-15.80153	2.459422	0.02081208	0.0208121	0.0208121	0.0208121	0.0208121	0.0208121	0.0208121
100	-13.1324	-15.66303	2.53063	0.01649291	0.0164929	0.0164929	0.0164929	0.0164929	0.0164929	0.0164929
101	-13.10786	-15.67133	2.563464	0.01450132	0.0145013	0.0145013	0.0145013	0.0145013	0.0145013	0.0145013
102	-13.10773	-15.66624	2.558509	0.01480183	0.0148018	0.0148018	0.0148018	0.0148018	0.0148018	0.0148018
103	-13.11084	-15.6609	2.550065	0.01531404	0.015314	0.015314	0.015314	0.015314	0.015314	0.015314
104	-13.43035	-15.86933	2.438976	0.02205221	0.0220522	0.0220522	0.0220522	0.0220522	0.0220522	0.0220522
105	-13.10857	-15.67473	2.566159	0.01433783	0.0143378	0.0143378	0.0143378	0.0143378	0.0143378	0.0143378
106	-13.31017	-15.94271	2.632535	0.01031173	0.0103117	0.0103117	0.0103117	0.0103117	0.0103117	0.0103117
107	-13.19717	-15.69848	2.501307	0.01827147	0.0182715	0.0182715	0.0182715	0.0182715	0.0182715	0.0182715
108	-13.32626	-15.78963	2.463369	0.02057265	0.0205726	0.0205726	0.0205726	0.0205726	0.0205726	0.0205726
109	-13.11201	-15.66028	2.548268	0.01542305	0.0154231	0.0154231	0.0154231	0.0154231	0.0154231	0.0154231
110	-13.14919	-15.67047	2.521277	0.01706019	0.0170602	0.0170602	0.0170602	0.0170602	0.0170602	0.0170602
111	-13.29179	-15.92139	2.629601	0.01048972	0.0104897	0.0104897	0.0104897	0.0104897	0.0104897	0.0104897
112	-13.1573	-15.67468	2.517384	0.01729635	0.0172964	0.0172964	0.0172964	0.0172964	0.0172964	0.0172964
113	-13.15264	-15.67222	2.519581	0.01716305	0.0171631	0.0171631	0.0171631	0.0171631	0.0171631	0.0171631
114	-13.83109	-16.19381	2.362719	0.02667765	0.0266777	0.0266777	0.0266777	0.0266777	0.0266777	0.0266777
115	-13.13576	-15.72539	2.589634	0.01291394	0.0129139	0.0129139	0.0129139	0.0129139	0.0129139	0.0129139
116	-13.18072	-15.78679	2.606066	0.01191722	0.0119172	0.0119172	0.0119172	0.0119172	0.0119172	0.0119172
117	-13.188	-15.7961	2.608099	0.01179393	0.0117939	0.0117939	0.0117939	0.0117939	0.0117939	0.0117939
118	-13.16191	-15.76211	2.600198	0.01227319	0.0122732	0.0122732	0.0122732	0.0122732	0.0122732	0.0122732
119	-13.32387	-15.95849	2.634614	0.01018567	0.0101857	0.0101857	0.0101857	0.0101857	0.0101857	0.0101857
120	-13.78071	-16.45935	2.678643	0.007515062	0.00751506	0.00751506	0.00751506	0.00751506	0.00751506	0.00751506
121	-13.88659	-16.57195	2.685359	0.007107657	0.00710766	0.00710766	0.00710766	0.00710766	0.00710766	0.00710766
122	-13.77782	-16.45627	2.678448	0.007526837	0.00752684	0.00752684	0.00752684	0.00752684	0.00752684	0.00752684
123	-13.16719	-15.68018	2.512993	0.01756269	0.0175627	0.0175627	0.0175627	0.0175627	0.0175627	0.0175627
124	-13.64888	-16.04405	2.395169	0.02470941	0.0247094	0.0247094	0.0247094	0.0247094	0.0247094	0.0247094
125	-13.17594	-15.6853	2.509366	0.01778266	0.0177827	0.0177827	0.0177827	0.0177827	0.0177827	0.0177827
126	-13.34167	-15.8012	2.459528	0.02080562	0.0208056	0.0208056	0.0208056	0.0208056	0.0208056	0.0208056
127	-13.11473	-15.65958	2.544848	0.01563045	0.0156305	0.0156305	0.0156305	0.0156305	0.0156305	0.0156305
128	-13.12375	-15.66037	2.536621	0.0161295	0.0161295	0.0161295	0.0161295	0.0161295	0.0161295	0.0161295
129	-13.40575	-15.8502	2.444453	0.02172002	0.02172	0.02172	0.02172	0.02172	0.02172	0.02172
130	-14.74147	-16.96337	2.221902	0.03521904	0.035219	0.035219	0.035219	0.035219	0.035219	0.035219
131	-14.4363	-16.7031	2.266797	0.03249587	0.0324959	0.0324959	0.0324959	0.0324959	0.0324959	0.0324959
132	-13.11693	-15.69457	2.577638	0.01364156	0.0136416	0.0136416	0.0136416	0.0136416	0.0136416	0.0136416
133	-13.26304	-15.88766	2.624617	0.01079205	0.0107921	0.0107921	0.0107921	0.0107921	0.0107921	0.0107921
134	-13.12142	-15.65989	2.538473	0.01601719	0.0160172	0.0160172	0.0160172	0.0160172	0.0160172	0.0160172
135	-13.11834	-15.65951	2.541171	0.01585354	0.0158535	0.0158535	0.0158535	0.0158535	0.0158535	0.0158535
136	-13.66993	-16.06121	2.391277	0.02494548	0.0249455	0.0249455	0.0249455	0.0249455	0.0249455	0.0249455
137	-13.69399	-16.08087	2.38688	0.02521217	0.0252122	0.0252122	0.0252122	0.0252122	0.0252122	0.0252122
138	-13.44465	-15.88051	2.435861	0.02224121	0.0222412	0.0222412	0.0222412	0.0222412	0.0222412	0.0222412
139	-13.86537	-16.22225	2.35688	0.02703181	0.0270318	0.0270318	0.0270318	0.0270318	0.0270318	0.0270318
140	-13.30324	-15.77254	2.469298	0.02021304	0.020213	0.020213	0.020213	0.020213	0.020213	0.020213
141	-14.46822	-16.73025	2.26203	0.03278507	0.0327851	0.0327851	0.0327851	0.0327851	0.0327851	0.0327851
142	-15.58334	-17.68606	2.102724	0.04244791	0.0424479	0.0424479	0.0424479	0.0424479	0.0424479	0.0424479
143	-14.25245	-16.54714	2.29469	0.03080403	0.030804	0.030804	0.030804	0.030804	0.030804	0.030804
144	-14.31763	-16.60234	2.284711	0.0314093	0.0314093	0.0314093	0.0314093	0.0314093	0.0314093	0.0314093
145	-13.32175	-15.78626	2.464511	0.02050337	0.0205034	0.0205034	0.0205034	0.0205034	0.0205034	0.0205034
146	-13.40614	-15.8505	2.444365	0.02172535	0.0217254	0.0217254	0.0217254	0.0217254	0.0217254	0.0217254
147	-13.48752	-15.9143	2.426773	0.02279242	0.0227924	0.0227924	0.0227924	0.0227924	0.0227924	0.0227924
148	-14.56724	-16.8146	2.247355	0.03367518	0.0336752	0.0336752	0.0336752	0.0336752	0.0336752	0.0336752
149	-14.92192	-17.11785	2.195928	0.03679449	0.0367945	0.0367945	0.0367945	0.0367945	0.0367945	0.0367945
150	-15.43311	-17.55683	2.123717	0.04117457	0.0411746	0.0411746	0.0411746	0.0411746	0.0411746	0.0411746
151	-13.96932	-16.30889	2.339568	0.02808193	0.0280819	0.0280819	0.0280819	0.0280819	0.0280819	0.0280819
152	-13.7781	-16.15	2.371893	0.0261212	0.0261212	0.0261212	0.0261212	0.0261212	0.0261212	0.0261212
153	-13.38432	-15.83367	2.449351	0.02142293	0.0214229	0.0214229	0.0214229	0.0214229	0.0214229	0.0214229
154	-13.14711	-15.66944	2.522328	0.01699643	0.0169964	0.0169964	0.0169964	0.0169964	0.0169964	0.0169964
155	-13.40332	-15.84832	2.445001	0.02168678	0.0216868	0.0216868	0.0216868	0.0216868	0.0216868	0.0216868
156	-13.36476	-15.8187	2.453943	0.02114438	0.0211444	0.0211444	0.0211444	0.0211444	0.0211444	0.0211444
157	-14.67785	-16.909	2.231147	0.03465827	0.0346583	0.0346583	0.0346583	0.0346583	0.0346583	0.0346583
158	-14.36424	-16.64188	2.277638	0.03183832	0.0318383	0.0318383	0.0318383	0.0318383	0.0318383	0.0318383
159	-14.56343	-16.81134	2.247917	0.03364107	0.0336411	0.0336411	0.0336411	0.0336411	0.0336411	0.0336411
160	-15.34335	-17.47964	2.136295	0.0404116	0.0404116	0.0404116	0.0404116	0.0404116	0.0404116	0.0404116
161	-15.34335	-17.47964	2.136295	0.0404116	0.0404116	0.0404116	0.0404116	0.0404116	0.0404116	0.0404116
162	-15.34335	-17.47964	2.136295	0.0404116	0.0404116	0.0404116	0.0404116	0.0404116	0.0404116	0.0404116
163	-15.42733	-17.55186	2.124526	0.04112549	0.0411255	0.0411255	0.0411255	0.0411255	0.0411255	0.0411255
164	-15.42733	-17.55186	2.124526	0.04112549	0.0411255	0.0411255	0.0411255	0.0411255	0.0411255	0.0411255
165	-14.87362	-17.07646	2.202849	0.03637474	0.0363747	0.0363747	0.0363747	0.0363747	0.0363747	0.0363747
166	-16.0495	-18.08733	2.037828	0.04638421	0.0463842	0.0463842	0.0463842	0.0463842	0.0463842	0.0463842
167	-14.49705	-16.75479	2.25774	0.03304527	0.0330453	0.0330453	0.0330453	0.0330453	0.0330453	0.0330453
168	-13.96638	-16.30643	2.34005	0.02805266	0.0280527	0.0280527	0.0280527	0.0280527	0.0280527	0.0280527
169	-13.30318	-15.77249	2.469316	0.02021195	0.020212	0.020212	0.020212	0.020212	0.020212	0.020212
170	-13.12189	-15.65998	2.538087	0.01604056	0.0160406	0.0160406	0.0160406	0.0160406	0.0160406	0.0160406
171	-13.10834	-15.67377	2.565435	0.01438175	0.0143818	0.0143818	0.0143818	0.0143818	0.0143818	0.0143818
172	-13.22559	-15.84276	2.617178	0.01124323	0.0112432	0.0112432	0.0112432	0.0112432	0.0112432	0.0112432
173	-13.10811	-15.66456	2.55645	0.01492675	0.0149268	0.0149268	0.0149268	0.0149268	0.0149268	0.0149268
174	-13.10766	-15.66958	2.561915	0.01459529	0.0145953	0.0145953	0.0145953	0.0145953	0.0145953	0.0145953
175	-13.41051	-15.85389	2.443381	0.02178508	0.0217851	0.0217851	0.0217851	0.0217851	0.0217851	0.0217851
176	-13.14545	-15.66864	2.523187	0.01694432	0.0169443	0.0169443	0.0169443	0.0169443	0.0169443	0.0169443
177	-13.19691	-15.69831	2.501402	0.01826572	0.0182657	0.0182657	0.0182657	0.0182657	0.0182657	0.0182657
178	-13.17432	-15.7785	2.604178	0.01203175	0.0120318	0.0120318	0.0120318	0.0120318	0.0120318	0.0120318
179	-13.25352	-15.73663	2.483106	0.01937551	0.0193755	0.0193755	0.0193755	0.0193755	0.0193755	0.0193755
180	-13.33891	-15.79912	2.460209	0.02076435	0.0207644	0.0207644	0.0207644	0.0207644	0.0207644	0.0207644
181	-14.49231	-16.75076	2.258443	0.03300261	0.0330026	0.0330026	0.0330026	0.0330026	0.0330026	0.0330026
182	-14.13774	-16.45028	2.312538	0.02972141	0.0297214	0.0297214	0.0297214	0.0297214	0.0297214	0.0297214
183	-13.45916	-15.89191	2.432743	0.02243031	0.0224303	0.0224303	0.0224303	0.0224303	0.0224303	0.0224303
184	-13.29132	-15.76379	2.472472	0.02002052	0.0200205	0.0200205	0.0200205	0.0200205	0.0200205	0.0200205
185	-13.34552	-15.80411	2.458582	0.02086299	0.020863	0.020863	0.020863	0.020863	0.020863	0.020863
186	-13.11266	-15.68588	2.573221	0.01390951	0.0139095	0.0139095	0.0139095	0.0139095	0.0139095	0.0139095
187	-13.40129	-16.04628	2.644991	0.009556216	0.00955622	0.00955622	0.00955622	0.00955622	0.00955622	0.00955622
188	-13.40129	-16.04628	2.644991	0.009556216	0.00955622	0.00955622	0.00955622	0.00955622	0.00955622	0.00955622
189	-13.13309	-15.72137	2.588285	0.01299576	0.0129958	0.0129958	0.0129958	0.0129958	0.0129958	0.0129958
190	-13.15037	-15.67106	2.520693	0.01709564	0.0170956	0.0170956	0.0170956	0.0170956	0.0170956	0.0170956
191	-13.5215	-15.94131	2.41981	0.02321477	0.0232148	0.0232148	0.0232148	0.0232148	0.0232148	0.0232148
192	-14.71938	-16.94449	2.225106	0.03502469	0.0350247	0.0350247	0.0350247	0.0350247	0.0350247	0.0350247
193	-14.51475	-16.76986	2.255113	0.03320459	0.0332046	0.0332046	0.0332046	0.0332046	0.0332046	0.0332046
194	-13.94277	-16.28671	2.343938	0.02781684	0.0278168	0.0278168	0.0278168	0.0278168	0.0278168	0.0278168
195	-13.94277	-16.28671	2.343938	0.02781684	0.0278168	0.0278168	0.0278168	0.0278168	0.0278168	0.0278168
196	-13.73591	-16.11525	2.37934	0.02566951	0.0256695	0.0256695	0.0256695	0.0256695	0.0256695	0.0256695
197	-14.44712	-16.7123	2.26518	0.03259399	0.032594	0.032594	0.032594	0.032594	0.032594	0.032594
198	-14.19736	-16.50057	2.303213	0.03028706	0.0302871	0.0302871	0.0302871	0.0302871	0.0302871	0.0302871
199	-13.1223	-15.66006	2.537755	0.01606071	0.0160607	0.0160607	0.0160607	0.0160607	0.0160607	0.0160607
200	-13.48053	-16.1344	2.653861	0.009018203	0.0090182	0.0090182	0.0090182	0.0090182	0.0090182	0.0090182
201	-13.35585	-15.99501	2.639155	0.009910213	0.00991021	0.00991021	0.00991021	0.00991021	0.00991021	0.00991021
202	-13.12432	-15.6605	2.536179	0.01615629	0.0161563	0.0161563	0.0161563	0.0161563	0.0161563	0.0161563
203	-13.12432	-15.6605	2.536179	0.01615629	0.0161563	0.0161563	0.0161563	0.0161563	0.0161563	0.0161563
204	-13.39649	-16.0409	2.644405	0.009591785	0.00959179	0.00959179	0.00959179	0.00959179	0.00959179	0.00959179
205	-13.10791	-15.67162	2.563707	0.0144866	0.0144866	0.0144866	0.0144866	0.0144866	0.0144866	0.0144866
206	-14.16252	-16.47117	2.30865	0.02995729	0.0299573	0.0299573	0.0299573	0.0299573	0.0299573	0.0299573
207	-14.10013	-16.79707	2.696934	0.006405548	0.00640555	0.00640555	0.00640555	0.00640555	0.00640555	0.00640555
208	-13.10879	-15.67555	2.566758	0.0143015	0.0143015	0.0143015	0.0143015	0.0143015	0.0143015	0.0143015
209	-13.15382	-15.67284	2.519018	0.01719723	0.0171972	0.0171972	0.0171972	0.0171972	0.0171972	0.0171972
210	-13.1397	-15.66599	2.526296	0.01675576	0.0167558	0.0167558	0.0167558	0.0167558	0.0167558	0.0167558
211	-14.4261	-16.69442	2.268326	0.03240314	0.0324031	0.0324031	0.0324031	0.0324031	0.0324031	0.0324031
212	-13.12632	-15.66103	2.534712	0.01624528	0.0162453	0.0162453	0.0162453	0.0162453	0.0162453	0.0162453
213	-13.15249	-15.67215	2.519654	0.01715867	0.0171587	0.0171587	0.0171587	0.0171587	0.0171587	0.0171587
214	-13.52916	-16.18784	2.658675	0.008726214	0.00872621	0.00872621	0.00872621	0.00872621	0.00872621	0.00872621
215	-13.52916	-16.18784	2.658675	0.008726214	0.00872621	0.00872621	0.00872621	0.00872621	0.00872621	0.00872621
216	-14.31618	-17.02285	2.706678	0.005814552	0.00581455	0.00581455	0.00581455	0.00581455	0.00581455	0.00581455
217	-15.04902	-17.77982	2.730797	0.004351573	0.00435157	0.00435157	0.00435157	0.00435157	0.00435157	0.00435157
218	-13.91556	-16.60263	2.68707	0.007003857	0.00700386	0.00700386	0.00700386	0.00700386	0.00700386	0.00700386
219	-13.11215	-15.68474	2.572584	0.01394816	0.0139482	0.0139482	0.0139482	0.0139482	0.0139482	0.0139482
220	-13.39451	-15.84152	2.447006	0.0215652	0.0215652	0.0215652	0.0215652	0.0215652	0.0215652	0.0215652
221	-13.25529	-15.87847	2.623176	0.01087946	0.0108795	0.0108795	0.0108795	0.0108795	0.0108795	0.0108795
222	-13.48653	-16.14101	2.654477	0.008980832	0.00898083	0.00898083	0.00898083	0.00898083	0.00898083	0.00898083
223	-13.11737	-15.65946	2.542086	0.01579802	0.015798	0.015798	0.015798	0.015798	0.015798	0.015798
224	-13.47099	-15.90123	2.430234	0.02258249	0.0225825	0.0225825	0.0225825	0.0225825	0.0225825	0.0225825
225	-13.1101	-15.66145	2.55135	0.01523609	0.0152361	0.0152361	0.0152361	0.0152361	0.0152361	0.0152361
226	-13.60686	-16.00994	2.403077	0.02422975	0.0242297	0.0242297	0.0242297	0.0242297	0.0242297	0.0242297
227	-13.28845	-15.91749	2.629047	0.01052333	0.0105233	0.0105233	0.0105233	0.0105233	0.0105233	0.0105233
228	-13.42447	-16.07221	2.647739	0.00938955	0.00938955	0.00938955	0.00938955	0.00938955	0.00938955	0.00938955
