Iteration	Posterior	Likelihood	Prior	mu	rate[1]	rate[2]	rate[3]	rate[4]	rate[5]	rate[6]
1795	-14.89763	-17.62428	2.726644	0.004603467	0.00460347	0.00460347	0.00460347	0.00460347	0.00460347	0.00460347
1796	-14.00007	-16.33462	2.334548	0.02838641	0.0283864	0.0283864	0.0283864	0.0283864	0.0283864	0.0283864
1797	-13.44005	-16.08956	2.64951	0.00928212	0.00928212	0.00928212	0.00928212	0.00928212	0.00928212	0.00928212
1798	-13.44005	-16.08956	2.64951	0.00928212	0.00928212	0.00928212	0.00928212	0.00928212	0.00928212	0.00928212
1799	-13.14282	-15.6674	2.524579	0.01685993	0.0168599	0.0168599	0.0168599	0.0168599	0.0168599	0.0168599
1800	-13.14138	-15.66674	2.525361	0.01681251	0.0168125	0.0168125	0.0168125	0.0168125	0.0168125	0.0168125
1801	-13.36629	-15.81987	2.453579	0.02116649	0.0211665	0.0211665	0.0211665	0.0211665	0.0211665	0.0211665
1802	-13.13686	-15.72703	2.59017	0.01288145	0.0128814	0.0128814	0.0128814	0.0128814	0.0128814	0.0128814
1803	-13.6135	-16.01532	2.401814	0.02430634	0.0243063	0.0243063	0.0243063	0.0243063	0.0243063	0.0243063
1804	-13.6135	-16.01532	2.401814	0.02430634	0.0243063	0.0243063	0.0243063	0.0243063	0.0243063	0.0243063
1805	-13.6135	-16.01532	2.401814	0.02430634	0.0243063	0.0243063	0.0243063	0.0243063	0.0243063	0.0243063
1806	-14.71957	-16.94465	2.225078	0.03502637	0.0350264	0.0350264	0.0350264	0.0350264	0.0350264	0.0350264
1807	-15.58572	-17.68811	2.102391	0.04246806	0.0424681	0.0424681	0.0424681	0.0424681	0.0424681	0.0424681
1808	-13.11013	-15.67969	2.569562	0.01413141	0.0141314	0.0141314	0.0141314	0.0141314	0.0141314	0.0141314
1809	-13.10905	-15.66263	2.553587	0.01510043	0.0151004	0.0151004	0.0151004	0.0151004	0.0151004	0.0151004
1810	-13.10905	-15.66263	2.553587	0.01510043	0.0151004	0.0151004	0.0151004	0.0151004	0.0151004	0.0151004
1811	-13.11827	-15.69706	2.578787	0.01357191	0.0135719	0.0135719	0.0135719	0.0135719	0.0135719	0.0135719
1812	-13.11827	-15.69706	2.578787	0.01357191	0.0135719	0.0135719	0.0135719	0.0135719	0.0135719	0.0135719
1813	-13.11827	-15.69706	2.578787	0.01357191	0.0135719	0.0135719	0.0135719	0.0135719	0.0135719	0.0135719
1814	-13.25879	-15.74035	2.481565	0.01946894	0.0194689	0.0194689	0.0194689	0.0194689	0.0194689	0.0194689
1815	-13.11239	-15.68527	2.572883	0.01392998	0.01393	0.01393	0.01393	0.01393	0.01393	0.01393
1816	-14.33941	-17.04705	2.707633	0.005756623	0.00575662	0.00575662	0.00575662	0.00575662	0.00575662	0.00575662
1817	-14.1495	-16.84881	2.699311	0.006261375	0.00626137	0.00626137	0.00626137	0.00626137	0.00626137	0.00626137
1818	-15.38174	-18.12058	2.738844	0.003863495	0.0038635	0.0038635	0.0038635	0.0038635	0.0038635	0.0038635
1819	-15.20948	-17.3646	2.15512	0.03926976	0.0392698	0.0392698	0.0392698	0.0392698	0.0392698	0.0392698
1820	-17.08947	-18.98177	1.892297	0.05521152	0.0552115	0.0552115	0.0552115	0.0552115	0.0552115	0.0552115
1821	-13.45367	-15.88758	2.433918	0.02235902	0.022359	0.022359	0.022359	0.022359	0.022359	0.022359
1822	-13.45367	-15.88758	2.433918	0.02235902	0.022359	0.022359	0.022359	0.022359	0.022359	0.022359
1823	-13.55457	-16.2156	2.661035	0.008583032	0.00858303	0.00858303	0.00858303	0.00858303	0.00858303	0.00858303
1824	-13.37579	-15.82713	2.45134	0.02130231	0.0213023	0.0213023	0.0213023	0.0213023	0.0213023	0.0213023
1825	-13.37579	-15.82713	2.45134	0.02130231	0.0213023	0.0213023	0.0213023	0.0213023	0.0213023	0.0213023
1826	-14.86846	-17.07204	2.203589	0.03632982	0.0363298	0.0363298	0.0363298	0.0363298	0.0363298	0.0363298
1827	-13.95625	-16.64564	2.689393	0.006862996	0.006863	0.006863	0.006863	0.006863	0.006863	0.006863
1828	-13.21452	-15.82924	2.614712	0.01139284	0.0113928	0.0113928	0.0113928	0.0113928	0.0113928	0.0113928
1829	-13.66962	-16.06095	2.391334	0.02494201	0.024942	0.024942	0.024942	0.024942	0.024942	0.024942
1830	-13.51548	-15.93651	2.42103	0.02314077	0.0231408	0.0231408	0.0231408	0.0231408	0.0231408	0.0231408
1831	-13.51548	-15.93651	2.42103	0.02314077	0.0231408	0.0231408	0.0231408	0.0231408	0.0231408	0.0231408
1832	-13.51548	-15.93651	2.42103	0.02314077	0.0231408	0.0231408	0.0231408	0.0231408	0.0231408	0.0231408
1833	-13.51548	-15.93651	2.42103	0.02314077	0.0231408	0.0231408	0.0231408	0.0231408	0.0231408	0.0231408
1834	-13.11855	-15.69756	2.579016	0.01355801	0.013558	0.013558	0.013558	0.013558	0.013558	0.013558
1835	-13.11855	-15.69756	2.579016	0.01355801	0.013558	0.013558	0.013558	0.013558	0.013558	0.013558
1836	-13.15543	-15.75333	2.597907	0.01241211	0.0124121	0.0124121	0.0124121	0.0124121	0.0124121	0.0124121
1837	-13.60529	-16.00867	2.403377	0.02421153	0.0242115	0.0242115	0.0242115	0.0242115	0.0242115	0.0242115
1838	-13.12157	-15.65992	2.538352	0.01602448	0.0160245	0.0160245	0.0160245	0.0160245	0.0160245	0.0160245
1839	-13.43128	-16.0798	2.64852	0.009342165	0.00934217	0.00934217	0.00934217	0.00934217	0.00934217	0.00934217
1840	-13.1101	-15.66146	2.551361	0.01523543	0.0152354	0.0152354	0.0152354	0.0152354	0.0152354	0.0152354
1841	-13.36087	-15.81574	2.454871	0.02108811	0.0210881	0.0210881	0.0210881	0.0210881	0.0210881	0.0210881
1842	-13.36087	-15.81574	2.454871	0.02108811	0.0210881	0.0210881	0.0210881	0.0210881	0.0210881	0.0210881
1843	-13.24841	-15.73303	2.484624	0.01928345	0.0192834	0.0192834	0.0192834	0.0192834	0.0192834	0.0192834
1844	-15.45232	-18.1927	2.740387	0.003769924	0.00376992	0.00376992	0.00376992	0.00376992	0.00376992	0.00376992
1845	-13.42285	-16.0704	2.64755	0.009400976	0.00940098	0.00940098	0.00940098	0.00940098	0.00940098	0.00940098
1846	-13.49249	-16.14757	2.655083	0.008944086	0.00894409	0.00894409	0.00894409	0.00894409	0.00894409	0.00894409
1847	-13.49249	-16.14757	2.655083	0.008944086	0.00894409	0.00894409	0.00894409	0.00894409	0.00894409	0.00894409
1848	-14.619	-16.85875	2.239749	0.03413654	0.0341365	0.0341365	0.0341365	0.0341365	0.0341365	0.0341365
1849	-13.64335	-16.03955	2.396199	0.02464692	0.0246469	0.0246469	0.0246469	0.0246469	0.0246469	0.0246469
1850	-13.64335	-16.03955	2.396199	0.02464692	0.0246469	0.0246469	0.0246469	0.0246469	0.0246469	0.0246469
1851	-13.64335	-16.03955	2.396199	0.02464692	0.0246469	0.0246469	0.0246469	0.0246469	0.0246469	0.0246469
1852	-13.13134	-15.66264	2.531307	0.01645183	0.0164518	0.0164518	0.0164518	0.0164518	0.0164518	0.0164518
1853	-13.13134	-15.66264	2.531307	0.01645183	0.0164518	0.0164518	0.0164518	0.0164518	0.0164518	0.0164518
1854	-13.1582	-15.67517	2.51697	0.01732144	0.0173214	0.0173214	0.0173214	0.0173214	0.0173214	0.0173214
1855	-13.1582	-15.67517	2.51697	0.01732144	0.0173214	0.0173214	0.0173214	0.0173214	0.0173214	0.0173214
1856	-13.1582	-15.67517	2.51697	0.01732144	0.0173214	0.0173214	0.0173214	0.0173214	0.0173214	0.0173214
1857	-13.24809	-15.86989	2.621796	0.01096316	0.0109632	0.0109632	0.0109632	0.0109632	0.0109632	0.0109632
1858	-13.24809	-15.86989	2.621796	0.01096316	0.0109632	0.0109632	0.0109632	0.0109632	0.0109632	0.0109632
1859	-13.73905	-16.41483	2.675774	0.007689055	0.00768906	0.00768906	0.00768906	0.00768906	0.00768906	0.00768906
1860	-13.21324	-15.70897	2.495734	0.01860955	0.0186096	0.0186096	0.0186096	0.0186096	0.0186096	0.0186096
1861	-13.21324	-15.70897	2.495734	0.01860955	0.0186096	0.0186096	0.0186096	0.0186096	0.0186096	0.0186096
1862	-13.16781	-15.76996	2.602149	0.01215482	0.0121548	0.0121548	0.0121548	0.0121548	0.0121548	0.0121548
1863	-13.41568	-16.06239	2.646712	0.009451807	0.00945181	0.00945181	0.00945181	0.00945181	0.00945181	0.00945181
1864	-13.10766	-15.66688	2.559223	0.01475853	0.0147585	0.0147585	0.0147585	0.0147585	0.0147585	0.0147585
1865	-13.63341	-16.03147	2.398059	0.0245341	0.0245341	0.0245341	0.0245341	0.0245341	0.0245341	0.0245341
1866	-13.63341	-16.03147	2.398059	0.0245341	0.0245341	0.0245341	0.0245341	0.0245341	0.0245341	0.0245341
1867	-14.63454	-16.87201	2.237473	0.0342746	0.0342746	0.0342746	0.0342746	0.0342746	0.0342746	0.0342746
1868	-13.12225	-15.70406	2.581809	0.0133886	0.0133886	0.0133886	0.0133886	0.0133886	0.0133886	0.0133886
1869	-13.12871	-15.71461	2.585895	0.01314071	0.0131407	0.0131407	0.0131407	0.0131407	0.0131407	0.0131407
1870	-14.22443	-16.92718	2.702742	0.006053311	0.00605331	0.00605331	0.00605331	0.00605331	0.00605331	0.00605331
1871	-13.32484	-15.9596	2.634757	0.01017696	0.010177	0.010177	0.010177	0.010177	0.010177	0.010177
1872	-13.38392	-15.83337	2.449444	0.02141731	0.0214173	0.0214173	0.0214173	0.0214173	0.0214173	0.0214173
1873	-13.33997	-15.79991	2.459948	0.02078015	0.0207801	0.0207801	0.0207801	0.0207801	0.0207801	0.0207801
1874	-13.1247	-15.6606	2.535895	0.01617355	0.0161735	0.0161735	0.0161735	0.0161735	0.0161735	0.0161735
1875	-13.1247	-15.6606	2.535895	0.01617355	0.0161735	0.0161735	0.0161735	0.0161735	0.0161735	0.0161735
1876	-13.52265	-15.94223	2.419579	0.02322876	0.0232288	0.0232288	0.0232288	0.0232288	0.0232288	0.0232288
1877	-13.1931	-15.80257	2.609463	0.01171122	0.0117112	0.0117112	0.0117112	0.0117112	0.0117112	0.0117112
1878	-13.17746	-15.78258	2.605118	0.01197477	0.0119748	0.0119748	0.0119748	0.0119748	0.0119748	0.0119748
1879	-13.3304	-15.96598	2.635574	0.0101274	0.0101274	0.0101274	0.0101274	0.0101274	0.0101274	0.0101274
1880	-13.14763	-15.6697	2.522062	0.0170126	0.0170126	0.0170126	0.0170126	0.0170126	0.0170126	0.0170126
1881	-13.34723	-15.80539	2.458167	0.02088822	0.0208882	0.0208882	0.0208882	0.0208882	0.0208882	0.0208882
1882	-17.24637	-19.11644	1.870065	0.05656001	0.05656	0.05656	0.05656	0.05656	0.05656	0.05656
1883	-13.24941	-15.73373	2.484326	0.01930151	0.0193015	0.0193015	0.0193015	0.0193015	0.0193015	0.0193015
1884	-13.11207	-15.66026	2.548185	0.01542805	0.015428	0.015428	0.015428	0.015428	0.015428	0.015428
1885	-14.28834	-16.57753	2.289181	0.03113819	0.0311382	0.0311382	0.0311382	0.0311382	0.0311382	0.0311382
1886	-14.39586	-16.66872	2.272869	0.03212762	0.0321276	0.0321276	0.0321276	0.0321276	0.0321276	0.0321276
1887	-13.22474	-15.84173	2.616994	0.01125442	0.0112544	0.0112544	0.0112544	0.0112544	0.0112544	0.0112544
1888	-13.1155	-15.69182	2.57631	0.0137221	0.0137221	0.0137221	0.0137221	0.0137221	0.0137221	0.0137221
1889	-13.89069	-16.2433	2.35261	0.02729083	0.0272908	0.0272908	0.0272908	0.0272908	0.0272908	0.0272908
1890	-13.89069	-16.2433	2.35261	0.02729083	0.0272908	0.0272908	0.0272908	0.0272908	0.0272908	0.0272908
1891	-13.15104	-15.7473	2.596257	0.0125122	0.0125122	0.0125122	0.0125122	0.0125122	0.0125122	0.0125122
1892	-13.15104	-15.7473	2.596257	0.0125122	0.0125122	0.0125122	0.0125122	0.0125122	0.0125122	0.0125122
1893	-13.15104	-15.7473	2.596257	0.0125122	0.0125122	0.0125122	0.0125122	0.0125122	0.0125122	0.0125122
1894	-13.11174	-15.68376	2.572028	0.01398184	0.0139818	0.0139818	0.0139818	0.0139818	0.0139818	0.0139818
1895	-13.90767	-16.25743	2.349768	0.0274632	0.0274632	0.0274632	0.0274632	0.0274632	0.0274632	0.0274632
1896	-13.16566	-15.76711	2.60145	0.01219726	0.0121973	0.0121973	0.0121973	0.0121973	0.0121973	0.0121973
1897	-13.34005	-15.97702	2.636962	0.01004322	0.0100432	0.0100432	0.0100432	0.0100432	0.0100432	0.0100432
1898	-13.19738	-15.80794	2.610567	0.01164424	0.0116442	0.0116442	0.0116442	0.0116442	0.0116442	0.0116442
1899	-13.21574	-15.71064	2.494898	0.01866027	0.0186603	0.0186603	0.0186603	0.0186603	0.0186603	0.0186603
1900	-13.27914	-15.90662	2.627473	0.0106188	0.0106188	0.0106188	0.0106188	0.0106188	0.0106188	0.0106188
1901	-13.27914	-15.90662	2.627473	0.0106188	0.0106188	0.0106188	0.0106188	0.0106188	0.0106188	0.0106188
1902	-13.27914	-15.90662	2.627473	0.0106188	0.0106188	0.0106188	0.0106188	0.0106188	0.0106188	0.0106188
1903	-13.22557	-15.84275	2.617175	0.01124342	0.0112434	0.0112434	0.0112434	0.0112434	0.0112434	0.0112434
1904	-13.13418	-15.66371	2.529522	0.01656012	0.0165601	0.0165601	0.0165601	0.0165601	0.0165601	0.0165601
1905	-13.13418	-15.66371	2.529522	0.01656012	0.0165601	0.0165601	0.0165601	0.0165601	0.0165601	0.0165601
1906	-14.90471	-17.1031	2.198392	0.03664506	0.0366451	0.0366451	0.0366451	0.0366451	0.0366451	0.0366451
1907	-14.90471	-17.1031	2.198392	0.03664506	0.0366451	0.0366451	0.0366451	0.0366451	0.0366451	0.0366451
1908	-13.52339	-15.94282	2.419428	0.02323792	0.0232379	0.0232379	0.0232379	0.0232379	0.0232379	0.0232379
1909	-13.52339	-15.94282	2.419428	0.02323792	0.0232379	0.0232379	0.0232379	0.0232379	0.0232379	0.0232379
1910	-13.52339	-15.94282	2.419428	0.02323792	0.0232379	0.0232379	0.0232379	0.0232379	0.0232379	0.0232379
1911	-13.30634	-15.93827	2.631937	0.01034802	0.010348	0.010348	0.010348	0.010348	0.010348	0.010348
1912	-14.10861	-16.80596	2.69735	0.006380346	0.00638035	0.00638035	0.00638035	0.00638035	0.00638035	0.00638035
1913	-14.09304	-16.41265	2.319607	0.02929267	0.0292927	0.0292927	0.0292927	0.0292927	0.0292927	0.0292927
1914	-13.15304	-15.75006	2.59702	0.01246597	0.012466	0.012466	0.012466	0.012466	0.012466	0.012466
1915	-13.81824	-16.18317	2.364927	0.02654375	0.0265437	0.0265437	0.0265437	0.0265437	0.0265437	0.0265437
1916	-13.66588	-16.0579	2.392022	0.02490026	0.0249003	0.0249003	0.0249003	0.0249003	0.0249003	0.0249003
1917	-13.66588	-16.0579	2.392022	0.02490026	0.0249003	0.0249003	0.0249003	0.0249003	0.0249003	0.0249003
1918	-13.66588	-16.0579	2.392022	0.02490026	0.0249003	0.0249003	0.0249003	0.0249003	0.0249003	0.0249003
1919	-13.18743	-15.69232	2.504892	0.01805404	0.018054	0.018054	0.018054	0.018054	0.018054	0.018054
1920	-13.18743	-15.69232	2.504892	0.01805404	0.018054	0.018054	0.018054	0.018054	0.018054	0.018054
1921	-15.0575	-17.23412	2.176614	0.03796604	0.037966	0.037966	0.037966	0.037966	0.037966	0.037966
1922	-13.96571	-16.65563	2.68992	0.006831005	0.00683101	0.00683101	0.00683101	0.00683101	0.00683101	0.00683101
1923	-13.55902	-16.22046	2.661439	0.008558552	0.00855855	0.00855855	0.00855855	0.00855855	0.00855855	0.00855855
1924	-15.7629	-17.8406	2.0777	0.04396572	0.0439657	0.0439657	0.0439657	0.0439657	0.0439657	0.0439657
1925	-14.12972	-16.44352	2.313802	0.0296448	0.0296448	0.0296448	0.0296448	0.0296448	0.0296448	0.0296448
1926	-14.12972	-16.44352	2.313802	0.0296448	0.0296448	0.0296448	0.0296448	0.0296448	0.0296448	0.0296448
1927	-13.25141	-15.87385	2.622438	0.01092422	0.0109242	0.0109242	0.0109242	0.0109242	0.0109242	0.0109242
1928	-13.25141	-15.87385	2.622438	0.01092422	0.0109242	0.0109242	0.0109242	0.0109242	0.0109242	0.0109242
1929	-13.32315	-15.7873	2.464157	0.02052489	0.0205249	0.0205249	0.0205249	0.0205249	0.0205249	0.0205249
1930	-13.32315	-15.7873	2.464157	0.02052489	0.0205249	0.0205249	0.0205249	0.0205249	0.0205249	0.0205249
1931	-13.32315	-15.7873	2.464157	0.02052489	0.0205249	0.0205249	0.0205249	0.0205249	0.0205249	0.0205249
1932	-13.42087	-15.86194	2.441069	0.02192525	0.0219253	0.0219253	0.0219253	0.0219253	0.0219253	0.0219253
1933	-13.49252	-15.91826	2.425736	0.02285533	0.0228553	0.0228553	0.0228553	0.0228553	0.0228553	0.0228553
1934	-13.47061	-15.90092	2.430315	0.02257755	0.0225775	0.0225775	0.0225775	0.0225775	0.0225775	0.0225775
1935	-13.5305	-15.9485	2.417999	0.02332463	0.0233246	0.0233246	0.0233246	0.0233246	0.0233246	0.0233246
1936	-13.5305	-15.9485	2.417999	0.02332463	0.0233246	0.0233246	0.0233246	0.0233246	0.0233246	0.0233246
1937	-13.15974	-15.67601	2.516266	0.01736413	0.0173641	0.0173641	0.0173641	0.0173641	0.0173641	0.0173641
1938	-13.15974	-15.67601	2.516266	0.01736413	0.0173641	0.0173641	0.0173641	0.0173641	0.0173641	0.0173641
1939	-13.28939	-15.76238	2.472993	0.01998889	0.0199889	0.0199889	0.0199889	0.0199889	0.0199889	0.0199889
1940	-13.28939	-15.76238	2.472993	0.01998889	0.0199889	0.0199889	0.0199889	0.0199889	0.0199889	0.0199889
1941	-13.28939	-15.76238	2.472993	0.01998889	0.0199889	0.0199889	0.0199889	0.0199889	0.0199889	0.0199889
1942	-13.28939	-15.76238	2.472993	0.01998889	0.0199889	0.0199889	0.0199889	0.0199889	0.0199889	0.0199889
1943	-14.69065	-16.91994	2.229282	0.03477138	0.0347714	0.0347714	0.0347714	0.0347714	0.0347714	0.0347714
1944	-13.40743	-16.05316	2.645733	0.009511246	0.00951125	0.00951125	0.00951125	0.00951125	0.00951125	0.00951125
1945	-13.44581	-16.09596	2.65015	0.009243271	0.00924327	0.00924327	0.00924327	0.00924327	0.00924327	0.00924327
1946	-13.33498	-15.79616	2.461184	0.0207052	0.0207052	0.0207052	0.0207052	0.0207052	0.0207052	0.0207052
1947	-13.16695	-15.68005	2.513093	0.01755659	0.0175566	0.0175566	0.0175566	0.0175566	0.0175566	0.0175566
1948	-13.16695	-15.68005	2.513093	0.01755659	0.0175566	0.0175566	0.0175566	0.0175566	0.0175566	0.0175566
1949	-13.22221	-15.71499	2.492772	0.01878917	0.0187892	0.0187892	0.0187892	0.0187892	0.0187892	0.0187892
1950	-13.11222	-15.68488	2.572665	0.01394322	0.0139432	0.0139432	0.0139432	0.0139432	0.0139432	0.0139432
1951	-13.41238	-16.0587	2.646323	0.009475459	0.00947546	0.00947546	0.00947546	0.00947546	0.00947546	0.00947546
1952	-13.41238	-16.0587	2.646323	0.009475459	0.00947546	0.00947546	0.00947546	0.00947546	0.00947546	0.00947546
1953	-13.41238	-16.0587	2.646323	0.009475459	0.00947546	0.00947546	0.00947546	0.00947546	0.00947546	0.00947546
1954	-13.41238	-16.0587	2.646323	0.009475459	0.00947546	0.00947546	0.00947546	0.00947546	0.00947546	0.00947546
1955	-14.99276	-17.17858	2.185819	0.03740771	0.0374077	0.0374077	0.0374077	0.0374077	0.0374077	0.0374077
1956	-13.11072	-15.68127	2.570545	0.0140718	0.0140718	0.0140718	0.0140718	0.0140718	0.0140718	0.0140718
1957	-13.11072	-15.68127	2.570545	0.0140718	0.0140718	0.0140718	0.0140718	0.0140718	0.0140718	0.0140718
1958	-13.11072	-15.68127	2.570545	0.0140718	0.0140718	0.0140718	0.0140718	0.0140718	0.0140718	0.0140718
1959	-13.11072	-15.68127	2.570545	0.0140718	0.0140718	0.0140718	0.0140718	0.0140718	0.0140718	0.0140718
1960	-13.11899	-15.65956	2.540571	0.01588989	0.0158899	0.0158899	0.0158899	0.0158899	0.0158899	0.0158899
1961	-13.42997	-16.07834	2.648371	0.009351234	0.00935123	0.00935123	0.00935123	0.00935123	0.00935123	0.00935123
1962	-13.42997	-16.07834	2.648371	0.009351234	0.00935123	0.00935123	0.00935123	0.00935123	0.00935123	0.00935123
1963	-13.19955	-15.70001	2.500457	0.01832303	0.018323	0.018323	0.018323	0.018323	0.018323	0.018323
1964	-13.34989	-15.80741	2.457519	0.0209275	0.0209275	0.0209275	0.0209275	0.0209275	0.0209275	0.0209275
1965	-14.58975	-16.83379	2.244042	0.03387609	0.0338761	0.0338761	0.0338761	0.0338761	0.0338761	0.0338761
1966	-14.11294	-16.42939	2.316452	0.02948404	0.029484	0.029484	0.029484	0.029484	0.029484	0.029484
1967	-14.11294	-16.42939	2.316452	0.02948404	0.029484	0.029484	0.029484	0.029484	0.029484	0.029484
1968	-13.1078	-15.6658	2.557998	0.01483286	0.0148329	0.0148329	0.0148329	0.0148329	0.0148329	0.0148329
1969	-13.16207	-15.76232	2.600252	0.01226992	0.0122699	0.0122699	0.0122699	0.0122699	0.0122699	0.0122699
1970	-13.16207	-15.76232	2.600252	0.01226992	0.0122699	0.0122699	0.0122699	0.0122699	0.0122699	0.0122699
1971	-13.73835	-16.41408	2.675724	0.007692062	0.00769206	0.00769206	0.00769206	0.00769206	0.00769206	0.00769206
1972	-13.73835	-16.41408	2.675724	0.007692062	0.00769206	0.00769206	0.00769206	0.00769206	0.00769206	0.00769206
1973	-13.39172	-15.83937	2.447645	0.02152642	0.0215264	0.0215264	0.0215264	0.0215264	0.0215264	0.0215264
1974	-13.44371	-15.87977	2.436064	0.02222887	0.0222289	0.0222289	0.0222289	0.0222289	0.0222289	0.0222289
1975	-13.44371	-15.87977	2.436064	0.02222887	0.0222289	0.0222289	0.0222289	0.0222289	0.0222289	0.0222289
1976	-13.49028	-16.14514	2.654859	0.008957641	0.00895764	0.00895764	0.00895764	0.00895764	0.00895764	0.00895764
1977	-13.10867	-15.67509	2.566423	0.0143218	0.0143218	0.0143218	0.0143218	0.0143218	0.0143218	0.0143218
1978	-13.10867	-15.67509	2.566423	0.0143218	0.0143218	0.0143218	0.0143218	0.0143218	0.0143218	0.0143218
1979	-13.10867	-15.67509	2.566423	0.0143218	0.0143218	0.0143218	0.0143218	0.0143218	0.0143218	0.0143218
1980	-13.11977	-15.65965	2.539881	0.01593174	0.0159317	0.0159317	0.0159317	0.0159317	0.0159317	0.0159317
1981	-13.11977	-15.65965	2.539881	0.01593174	0.0159317	0.0159317	0.0159317	0.0159317	0.0159317	0.0159317
1982	-13.77896	-16.1507	2.371743	0.0261303	0.0261303	0.0261303	0.0261303	0.0261303	0.0261303	0.0261303
1983	-15.62604	-17.72281	2.096767	0.04280922	0.0428092	0.0428092	0.0428092	0.0428092	0.0428092	0.0428092
1984	-13.14846	-15.74371	2.595244	0.01257367	0.0125737	0.0125737	0.0125737	0.0125737	0.0125737	0.0125737
1985	-13.14846	-15.74371	2.595244	0.01257367	0.0125737	0.0125737	0.0125737	0.0125737	0.0125737	0.0125737
1986	-13.1733	-15.68374	2.510437	0.01771773	0.0177177	0.0177177	0.0177177	0.0177177	0.0177177	0.0177177
1987	-13.11521	-15.69123	2.576021	0.01373963	0.0137396	0.0137396	0.0137396	0.0137396	0.0137396	0.0137396
1988	-13.27196	-15.89817	2.626219	0.01069485	0.0106948	0.0106948	0.0106948	0.0106948	0.0106948	0.0106948
1989	-13.27196	-15.89817	2.626219	0.01069485	0.0106948	0.0106948	0.0106948	0.0106948	0.0106948	0.0106948
1990	-13.27196	-15.89817	2.626219	0.01069485	0.0106948	0.0106948	0.0106948	0.0106948	0.0106948	0.0106948
1991	-13.11778	-15.65948	2.541694	0.01582177	0.0158218	0.0158218	0.0158218	0.0158218	0.0158218	0.0158218
1992	-13.32189	-15.95621	2.634318	0.0102036	0.0102036	0.0102036	0.0102036	0.0102036	0.0102036	0.0102036
1993	-13.24937	-15.73371	2.484337	0.01930085	0.0193008	0.0193008	0.0193008	0.0193008	0.0193008	0.0193008
1994	-13.13312	-15.6633	2.530177	0.01652035	0.0165204	0.0165204	0.0165204	0.0165204	0.0165204	0.0165204
1995	-17.76644	-19.56203	1.795592	0.06107721	0.0610772	0.0610772	0.0610772	0.0610772	0.0610772	0.0610772
1996	-15.82013	-17.88986	2.069735	0.04444886	0.0444489	0.0444489	0.0444489	0.0444489	0.0444489	0.0444489
1997	-13.10813	-15.6645	2.556363	0.01493203	0.014932	0.014932	0.014932	0.014932	0.014932	0.014932
1998	-13.10813	-15.6645	2.556363	0.01493203	0.014932	0.014932	0.014932	0.014932	0.014932	0.014932
1999	-13.3588	-15.81417	2.455366	0.02105811	0.0210581	0.0210581	0.0210581	0.0210581	0.0210581	0.0210581
2000	-13.3588	-15.81417	2.455366	0.02105811	0.0210581	0.0210581	0.0210581	0.0210581	0.0210581	0.0210581
2001	-13.14195	-15.73447	2.592514	0.01273924	0.0127392	0.0127392	0.0127392	0.0127392	0.0127392	0.0127392
2002	-13.14195	-15.73447	2.592514	0.01273924	0.0127392	0.0127392	0.0127392	0.0127392	0.0127392	0.0127392
2003	-13.34035	-15.97736	2.637005	0.01004065	0.0100406	0.0100406	0.0100406	0.0100406	0.0100406	0.0100406
2004	-13.15083	-15.74701	2.596177	0.01251709	0.0125171	0.0125171	0.0125171	0.0125171	0.0125171	0.0125171
2005	-13.15083	-15.74701	2.596177	0.01251709	0.0125171	0.0125171	0.0125171	0.0125171	0.0125171	0.0125171
2006	-13.15083	-15.74701	2.596177	0.01251709	0.0125171	0.0125171	0.0125171	0.0125171	0.0125171	0.0125171
2007	-15.43556	-17.55893	2.123374	0.04119537	0.0411954	0.0411954	0.0411954	0.0411954	0.0411954	0.0411954
2008	-13.32382	-15.78781	2.463985	0.02053528	0.0205353	0.0205353	0.0205353	0.0205353	0.0205353	0.0205353
2009	-13.21044	-15.70712	2.496679	0.01855219	0.0185522	0.0185522	0.0185522	0.0185522	0.0185522	0.0185522
2010	-13.21044	-15.70712	2.496679	0.01855219	0.0185522	0.0185522	0.0185522	0.0185522	0.0185522	0.0185522
2011	-13.12196	-15.70356	2.581605	0.01340093	0.0134009	0.0134009	0.0134009	0.0134009	0.0134009	0.0134009
2012	-13.12196	-15.70356	2.581605	0.01340093	0.0134009	0.0134009	0.0134009	0.0134009	0.0134009	0.0134009
2013	-13.51748	-15.9381	2.420625	0.02316532	0.0231653	0.0231653	0.0231653	0.0231653	0.0231653	0.0231653
2014	-13.79779	-16.16625	2.368463	0.02632929	0.0263293	0.0263293	0.0263293	0.0263293	0.0263293	0.0263293
2015	-13.82101	-16.18546	2.364451	0.02657264	0.0265726	0.0265726	0.0265726	0.0265726	0.0265726	0.0265726
2016	-13.82101	-16.18546	2.364451	0.02657264	0.0265726	0.0265726	0.0265726	0.0265726	0.0265726	0.0265726
2017	-13.22031	-15.7137	2.493392	0.01875161	0.0187516	0.0187516	0.0187516	0.0187516	0.0187516	0.0187516
2018	-13.22031	-15.7137	2.493392	0.01875161	0.0187516	0.0187516	0.0187516	0.0187516	0.0187516	0.0187516
2019	-13.22031	-15.7137	2.493392	0.01875161	0.0187516	0.0187516	0.0187516	0.0187516	0.0187516	0.0187516
2020	-13.129	-15.71506	2.586062	0.0131306	0.0131306	0.0131306	0.0131306	0.0131306	0.0131306	0.0131306
